mapping_type	genus	species	sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	Env	Description	Host_General	Host_Genus	Host_Common	Age	Location	total_number_raw_reads_before_clipmerge	total_number_reads_after_clipmerge_prior_mapping	total_number_merged_reads	mean_percent_merged_reads	total_number_reads_not_attempted_to_map	total_number_reads_mapped_prior_rmdup	total_number_duplicates_removed	total_number_reads_mapped_after_rmdup	mean_percent_endogenous_dna	mean_cluster_factor	mean_mean_fold_coverage	mean_std_dev_coverage	mean_percent_coverage_morethan_1x	mean_percent_coverage_morethan_2x	mean_percent_coverage_morethan_3x	mean_percent_coverage_morethan_4x	mean_percent_coverage_morethan_5x	total_number_reads_on_mitochondrium	mean_average_coverage_on_mitochondrium	mean_ratio_mitochondrion_to_nuclear	mean_frequency_damage_1st_base_3prime	mean_frequency_damage_2nd_base_3prime	mean_frequency_damage_1st_base_5prime	mean_frequency_damage_2nd_base_5prime	mean_average_fragment_length	mean_median_fragment_length	mean_percent_gc_content	total_unmapped_reads
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 25/29	OME005	21008	21008	8425	12583	100	1.67	0.1882	9.7095	0.98	0.51	0.38	0.3	0.24	0.0221	0.0204	0.0238	0.0169	50.93	45	54.45	Howler_Monkey	Alouatta_palliata	Howler	Alouatta	Alouatta	Historical	Nicaragua	296525468	167478549	112578247	67.22	54900044	442103	43155	398948	0.264	1.108	0.0068	0.1328	0.63	0.02	0.01	0	0	51	0.201339851529966	29.66	0.0402	0.0352	0.0257	0.022	52.68	48	42.99	167036446
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 23/29	OME002	83665	83665	10693	72972	100	1.147	1.7322	4.9493	67.41	46.5	27.48	13.99	6.18	0.0176	0.0145	0.0155	0.0169	65.09	63	49.67	Howler_Monkey	Alouatta_palliata	Howler	Alouatta	Alouatta	Historical	Nicaragua	145490044	72618497	58353783	80.357	14264520	509940	42946	466994	0.702	1.092	0.0078	0.1495	0.72	0.03	0.01	0	0	40	0.161506427666123	20.65	0.041	0.0405	0.026	0.026	51.86	46	42.67	72108557
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 24/29	OME003	126746	126746	15447	111299	100	1.139	2.8118	5.4414	74.62	63.09	49.47	35.49	22.81	0.0137	0.0179	0.0111	0.0186	69.28	75	49.56	Howler_Monkey	Alouatta_palliata	Howler	Alouatta	Alouatta	Historical	Nicaragua	166087194	91889828	63506553	69.112	28383070	292568	22579	269989	0.318	1.084	0.0045	0.1004	0.42	0.01	0	0	0	11	0.043454644215101	9.69	0.0424	0.0468	0.0238	0.0319	51.43	46	42.46	91597260
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 25/29	OME005	13578	13578	5708	7870	100	1.725	0.1295	7.3934	0.28	0.16	0.13	0.12	0.1	0.0455	0.0418	0.0299	0.0311	45.12	40	55.34	Howler_Monkey	Alouatta_palliata	Howler	Alouatta	Alouatta	Historical	Nicaragua	296525468	167478549	112578247	67.22	54900044	442103	43155	398948	0.264	1.108	0.0068	0.1328	0.63	0.02	0.01	0	0	51	0.201339851529966	29.66	0.0402	0.0352	0.0257	0.022	52.68	48	42.99	167036446
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 20/29	MTM009	2131685	2131685	309072	1822613	100	1.17	22.8816	29.7524	79.32	76.85	75	73.41	71.98	0.0187	0.0165	0.0195	0.016	44.33	40	71.24	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 20/29	MTM009	262608	262608	37107	225501	100	1.165	4.403	11.516	51.35	43.28	37.77	33.56	30.03	0.0326	0.0296	0.0315	0.0278	44.55	40	52.04	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 20/29	MTM009	40022	40022	21102	18920	100	2.115	0.3092	11.3725	1.08	0.46	0.34	0.29	0.26	0.0306	0.0306	0.0271	0.0229	43.58	39	54.31	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 20/29	MTM009	84940	84940	44801	40139	100	2.116	0.6197	19.3694	2.04	1.24	0.96	0.81	0.7	0.0293	0.0234	0.0245	0.023	44.09	39	57.97	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 20/29	MTM009	1151181	1151181	178497	972684	100	1.184	16.2197	33.5295	70.94	66.73	63.37	60.45	57.84	0.0236	0.0229	0.0236	0.023	45.5	41	64.04	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 20/29	MTM009	142638	142638	25410	117228	100	1.217	2.269	13.6124	41.11	28.7	21.63	16.84	13.33	0.0338	0.0345	0.034	0.0313	47.04	42	36.23	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 20/29	MTM009	67026	67026	30036	36990	100	1.812	0.4687	11.5356	5	2.85	2.04	1.57	1.27	0.0323	0.0289	0.0271	0.0253	40.72	37	59.77	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 20/29	MTM009	85608	85608	22975	62633	100	1.367	0.8921	11.5925	26.48	9.28	3.97	2.37	1.75	0.0245	0.0219	0.0245	0.0222	41.67	37	60.83	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 20/29	MTM009	152240	152240	24988	127252	100	1.196	2.6329	13.1637	59.5	32.24	18.1	11.7	8.58	0.02	0.0173	0.0198	0.0169	48.72	43	51.35	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 20/29	MTM009	29085	29085	11529	17556	100	1.657	0.2151	7.4018	6.33	1.41	0.7	0.5	0.41	0.0307	0.0333	0.0334	0.0318	43	38	51.65	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 20/29	MTM009	982344	982344	132051	850293	100	1.155	10.419	19.07	76.09	73.02	70.84	68.79	66.66	0.0208	0.0186	0.0215	0.0186	42.27	38	66.16	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 20/29	MTM009	70092	70092	39614	30478	100	2.3	0.6096	16.5469	6.34	2.43	1.37	0.95	0.77	0.0277	0.0258	0.03	0.0307	41.36	37	57.84	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Streptococcus	Streptococcus_gordonii_str_Challis_substr_CH1	Sample 20/29	MTM009	107049	107049	29057	77992	100	1.373	1.5986	20.4423	7.1	4.41	3.4	2.85	2.51	0.0199	0.0194	0.0205	0.0209	45.03	40	53.28	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Streptococcus	Streptococcus_sanguinis_SK36	Sample 20/29	MTM009	115167	115167	30387	84780	100	1.358	1.5844	19.7788	10.22	6.07	4.44	3.55	2.97	0.0208	0.0208	0.0208	0.0224	44.64	40	52.98	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Tannerella	Tannerella_forsythia_92A2	Sample 20/29	MTM009	2700629	2700629	366962	2333667	100	1.157	34.1842	36.1703	73.35	70.37	68.38	66.73	65.31	0.0269	0.0259	0.0267	0.0252	49.88	44	48.67	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 20/29	MTM009	77768	77768	25357	52411	100	1.484	0.8187	9.8694	28.51	14.14	7.56	4.14	2.35	0.03	0.0313	0.0284	0.0285	42.83	39	52.82	Gorilla_1	Gorilla_beringei_beringei	Gorilla	Gorilla	Gorilla	Historical	Congo	380139080	158755812	154219797	97.0545	4528102	1097659	136324	961335	0.7955	1.238	0.003775	0.17245	0.345	0.005	0	0	0	428	0.375611080934275	91.4425	0.023075	0.02125	0.02185	0.0182	48.0025	42.75	46.755	157658153
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 1/29	DJA002	1467024	1467024	197074	1269950	100	1.155	14.7427	14.593	84.68	80.82	77.69	75.02	72.79	0.0175	0.0147	0.0181	0.0153	41	37	71.95	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 2/29	EBO003	3593526	3593526	650758	2942768	100	1.221	34.6893	27.7433	81.84	80.2	79.04	78.07	77.17	0.0165	0.0136	0.0168	0.014	41.63	38	72.58	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 1/29	DJA002	258081	258081	31711	226370	100	1.14	4.018	6.8809	50.84	43.32	38.16	34	30.37	0.0325	0.0274	0.0317	0.0293	40.5	37	51.8	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 2/29	EBO003	100325	100325	15543	84782	100	1.183	1.5387	5.2384	41.36	28.26	20.22	14.8	10.94	0.0313	0.0281	0.0293	0.0293	41.41	37	51.79	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 1/29	DJA002	14053	14053	3752	10301	100	1.364	0.1528	4.8614	0.93	0.44	0.35	0.31	0.28	0.0331	0.0263	0.0394	0.0317	39.58	36	52.27	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 2/29	EBO003	9049	9049	2835	6214	100	1.456	0.0911	4.2551	0.49	0.25	0.2	0.18	0.15	0.033	0.0262	0.0282	0.0384	39.09	36	54.91	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 1/29	DJA002	28907	28907	6803	22104	100	1.308	0.3006	6.0021	10.76	2.4	0.87	0.55	0.43	0.0287	0.0274	0.0249	0.0274	38.84	36	58.16	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 2/29	EBO003	22313	22313	7313	15000	100	1.488	0.206	6.8623	1.21	0.78	0.6	0.5	0.42	0.0265	0.0257	0.0281	0.022	39.23	36	59.53	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 1/29	DJA002	408035	408035	71425	336610	100	1.212	4.9298	17.2635	61.16	49.61	39.58	30.84	23.73	0.0243	0.0223	0.0247	0.0231	39.96	37	63.65	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 2/29	EBO003	379786	379786	64569	315217	100	1.205	4.6432	10.9974	66.28	55.99	47.48	39.66	32.42	0.0233	0.022	0.0229	0.0228	40.19	37	64.16	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 1/29	DJA002	159065	159065	19031	140034	100	1.136	2.4661	6.6026	43.99	32.71	25.91	21.03	17.21	0.0412	0.0392	0.0373	0.0413	42.8	39	32.86	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 2/29	EBO003	28927	28927	4184	24743	100	1.169	0.4182	4.1237	18.39	6.13	2.41	1.15	0.67	0.0318	0.0275	0.0334	0.0323	41.08	37	39.35	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 1/29	DJA002	434033	434033	55951	378082	100	1.148	4.8642	8.7681	51.5	45.02	40.19	36.3	32.92	0.023	0.0197	0.0235	0.0204	41.34	37	64.53	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 2/29	EBO003	1389657	1389657	247492	1142165	100	1.217	15.7994	24.8739	76.89	66.5	58.26	52.7	48.92	0.0219	0.0188	0.022	0.0189	44.45	39	64.14	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 1/29	DJA002	24128	24128	3888	20240	100	1.192	0.2642	3.4681	11.2	2.37	1.07	0.74	0.58	0.0242	0.0214	0.0267	0.0237	38.2	35	61.45	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 2/29	EBO003	14043	14043	3132	10911	100	1.287	0.1396	3.7541	1.53	0.79	0.56	0.45	0.38	0.0335	0.0285	0.0325	0.0306	37.43	34	59.43	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 1/29	DJA002	27855	27855	3920	23935	100	1.164	0.414	5.1042	3.22	2	1.54	1.33	1.2	0.0303	0.0235	0.0328	0.0248	40.73	37	52.26	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 2/29	EBO003	52586	52586	7785	44801	100	1.174	0.7777	4.1119	33.23	11.13	5.46	3.54	2.6	0.0237	0.0189	0.0216	0.0194	40.88	37	50.96	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 1/29	DJA002	15360	15360	3291	12069	100	1.273	0.1375	3.8138	5.04	0.75	0.34	0.26	0.22	0.0324	0.028	0.0345	0.0265	39.98	36	51.85	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Prevotella	Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930	Sample 2/29	EBO003	7788	7788	2240	5548	100	1.404	0.0623	3.3344	1.54	0.31	0.19	0.14	0.11	0.0339	0.0352	0.0342	0.0296	39.42	36	53.58	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 1/29	DJA002	233493	233493	30217	203276	100	1.149	2.27	6.0862	59.32	44.27	31.73	21.42	13.78	0.0244	0.0199	0.0233	0.0201	38.52	35	66.13	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
initial_single_genome	Pseudopropionibacterium	Pseudopropionibacterium_propionicum_F0230a	Sample 2/29	EBO003	560948	560948	88535	472413	100	1.187	5.5369	7.652	81.59	76.1	69.47	61.47	52.72	0.0191	0.017	0.02	0.0171	40.43	37	66.61	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	163054200	57411964	55586335	96.8223333333333	1825572	81686	10864	70822	0.142666666666667	1.14466666666667	4.33333333333e-4	0.0262	0.043333333333333	0	0	0	0	46	0.061661335425594	111.616666666667	0.009166666666667	0.0121	0.012666666666667	0.01	61.5533333333333	61.3333333333333	47.8866666666667	57330278
initial_single_genome	Selenomonas	Selenomonas_sp_F0473	Sample 1/29	DJA002	17464	17464	5222	12242	100	1.427	0.2245	5.8746	3.19	1.09	0.73	0.59	0.5	0.0309	0.028	0.0297	0.0282	37.93	35	58.63	Gorilla_2	Gorilla_gorilla	Gorilla	Gorilla	Gorilla	Historical	Cameroon	145419258	51889467	51266970	98.7983333333333	622478	96146	9475	86671	0.185333333333333	1.105	4.33333333333e-4	0.038066666666667	0.036666666666667	0	0	0	0	31	0.033154284104855	63.8633333333333	0.019933333333333	0.018966666666667	0.018733333333333	0.018766666666667	44.8466666666667	38	47.6233333333333	51793321
