Software	Database	Tax_Level	Threshold	Host_Genus	Taxon	Populations_Taxa_Present_In	Populations_in_Study	Proportion_Taxa_Present_In
MetaPhlAn2	mp2	genus	0.01	Pan	Desulfobulbus	3	3	100
MetaPhlAn2	mp2	genus	0.01	Homo	Desulfobulbus	5	6	83.3
MALT	nt	species	0.01	Pan	Desulfobulbus propionicus	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Desulfobulbus_sp_oral_taxon_041	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Desulfobulbus_sp_oral_taxon_041	5	6	83.3
MALT	nt	genus	0.01	Pan	Desulfomicrobium	3	3	100
MALT	nt	genus	0.01	Homo	Desulfomicrobium	4	6	66.7
MALT	nt	species	0.01	Pan	Desulfomicrobium orale	3	3	100
MALT	nt	species	0.01	Homo	Desulfomicrobium orale	4	6	66.7
MALT	nt	genus	0.01	Pan	Desulfotomaculum	2	3	66.7
MALT	nt	genus	0.01	Gorilla	Desulfovibrio	2	3	66.7
MALT	nt	genus	0.01	Pan	Desulfovibrio	3	3	100
MALT	nt	genus	0.01	Homo	Desulfovibrio	4	6	66.7
MALT	nt	species	0.01	Pan	Desulfovibrio fairfieldensis	3	3	100
MALT	nt	species	0.01	Pan	Desulfovibrio piger	2	3	66.7
MALT	nt	species	0.01	Pan	Desulfovibrio vulgaris	2	3	66.7
MALT	nt	genus	0.01	Pan	Desulfurivibrio	2	3	66.7
MALT	nt	species	0.01	Pan	Desulfurivibrio alkaliphilus	2	3	66.7
MALT	nt	genus	0.01	Pan	Dialister	3	3	100
MetaPhlAn2	mp2	genus	0.01	Pan	Dialister	3	3	100
MALT	nt	species	0.01	Pan	Dialister pneumosintes	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Dialister_invisus	3	3	100
MALT	nt	genus	0.01	Alouatta	Dickeya	1	1	100
MALT	nt	genus	0.01	Gorilla	Dickeya	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Edwardsiella	1	1	100
MALT	nt	genus	0.01	Pan	Eggerthella	3	3	100
MALT	nt	species	0.01	Pan	Eggerthella lenta	3	3	100
MALT	nt	species	0.01	Pan	Eggerthella sp. YY7918	3	3	100
MALT	nt	genus	0.01	Alouatta	Eikenella	1	1	100
MALT	nt	genus	0.01	Gorilla	Eikenella	3	3	100
MALT	nt	genus	0.01	Homo	Eikenella	6	6	100
MetaPhlAn2	mp2	genus	0.01	Homo	Eikenella	5	6	83.3
MALT	nt	species	0.01	Alouatta	Eikenella corrodens	1	1	100
MALT	nt	species	0.01	Gorilla	Eikenella corrodens	3	3	100
MALT	nt	species	0.01	Homo	Eikenella corrodens	6	6	100
MetaPhlAn2	mp2	species	0.01	Homo	Eikenella_corrodens	5	6	83.3
MALT	nt	genus	0.01	Alouatta	Elizabethkingia	1	1	100
MALT	nt	genus	0.01	Alouatta	Enterococcus	1	1	100
MALT	nt	genus	0.01	Gorilla	Enterococcus	3	3	100
MALT	nt	genus	0.01	Pan	Enterococcus	3	3	100
MALT	nt	species	0.01	Alouatta	Enterococcus faecalis	1	1	100
MALT	nt	genus	0.01	Pan	Ethanoligenens	2	3	66.7
MALT	nt	species	0.01	Pan	Ethanoligenens harbinense	2	3	66.7
MALT	nt	genus	0.01	Pan	Eubacterium	3	3	100
MetaPhlAn2	mp2	genus	0.01	Pan	Eubacterium	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Eubacterium	4	6	66.7
MALT	nt	species	0.01	Pan	Eubacterium limosum	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Eubacterium_brachy	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Eubacterium_infirmum	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Eubacterium_yurii	6	6	100
MALT	nt	genus	0.01	Pan	Faecalibacterium	3	3	100
MALT	nt	species	0.01	Pan	Faecalibacterium prausnitzii	3	3	100
MALT	nt	genus	0.01	Pan	Fermentimonas	2	3	66.7
MALT	nt	species	0.01	Pan	Fermentimonas caenicola	2	3	66.7
MALT	nt	genus	0.01	Pan	Filifactor	3	3	100
MetaPhlAn2	mp2	genus	0.01	Pan	Filifactor	2	3	66.7
MALT	nt	species	0.01	Pan	Filifactor alocis	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Filifactor_alocis	2	3	66.7
MALT	nt	genus	0.01	Pan	Finegoldia	3	3	100
MALT	nt	species	0.01	Pan	Finegoldia magna	3	3	100
MALT	nt	genus	0.01	Pan	Flavonifractor	3	3	100
MALT	nt	species	0.01	Pan	Flavonifractor plautii	3	3	100
MALT	nt	genus	0.01	Alouatta	Frankia	1	1	100
MALT	nt	genus	0.01	Gorilla	Frankia	2	3	66.7
MALT	nt	genus	0.01	Pan	Frankia	2	3	66.7
MALT	nt	genus	0.01	Pan	Fretibacterium	3	3	100
MALT	nt	genus	0.01	Homo	Fretibacterium	6	6	100
MetaPhlAn2	mp2	genus	0.01	Pan	Fretibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.01	Homo	Fretibacterium	6	6	100
MALT	nt	species	0.01	Pan	Fretibacterium fastidiosum	3	3	100
MALT	nt	species	0.01	Homo	Fretibacterium fastidiosum	6	6	100
MetaPhlAn2	mp2	species	0.01	Pan	Fretibacterium_fastidiosum	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Fretibacterium_fastidiosum	6	6	100
MALT	nt	genus	0.01	Alouatta	Friedmanniella	1	1	100
MALT	nt	genus	0.01	Gorilla	Friedmanniella	2	3	66.7
MALT	nt	genus	0.01	Pan	Friedmanniella	3	3	100
MALT	nt	species	0.01	Alouatta	Friedmanniella luteola	1	1	100
MALT	nt	species	0.01	Pan	Friedmanniella luteola	2	3	66.7
MALT	nt	species	0.01	Alouatta	Friedmanniella sagamiharensis	1	1	100
MALT	nt	species	0.01	Pan	Friedmanniella sagamiharensis	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Fusobacterium	1	1	100
MALT	nt	genus	0.01	Gorilla	Fusobacterium	3	3	100
MALT	nt	genus	0.01	Pan	Fusobacterium	3	3	100
MALT	nt	genus	0.01	Homo	Fusobacterium	6	6	100
MetaPhlAn2	mp2	genus	0.01	Alouatta	Fusobacterium	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Fusobacterium	3	3	100
MetaPhlAn2	mp2	genus	0.01	Pan	Fusobacterium	3	3	100
MetaPhlAn2	mp2	genus	0.01	Homo	Fusobacterium	5	6	83.3
MALT	nt	species	0.01	Alouatta	Fusobacterium hwasookii	1	1	100
MALT	nt	species	0.01	Pan	Fusobacterium hwasookii	3	3	100
MALT	nt	species	0.01	Homo	Fusobacterium hwasookii	5	6	83.3
MALT	nt	species	0.01	Alouatta	Fusobacterium nucleatum	1	1	100
MALT	nt	species	0.01	Gorilla	Fusobacterium nucleatum	3	3	100
MALT	nt	species	0.01	Pan	Fusobacterium nucleatum	3	3	100
MALT	nt	species	0.01	Homo	Fusobacterium nucleatum	6	6	100
MALT	nt	species	0.01	Alouatta	Fusobacterium sp. oral taxon 203	1	1	100
MALT	nt	species	0.01	Pan	Fusobacterium sp. oral taxon 203	3	3	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Fusobacterium_nucleatum	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Fusobacterium_nucleatum	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Fusobacterium_nucleatum	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Fusobacterium_nucleatum	5	6	83.3
MALT	nt	genus	0.01	Alouatta	Gallibacterium	1	1	100
MALT	nt	genus	0.01	Gorilla	Gallibacterium	2	3	66.7
MALT	nt	species	0.01	Alouatta	Gallibacterium anatis	1	1	100
MALT	nt	species	0.01	Gorilla	Gallibacterium anatis	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Gemella	1	1	100
MALT	nt	genus	0.01	Pan	Gemella	3	3	100
MALT	nt	genus	0.01	Homo	Gemella	6	6	100
MetaPhlAn2	mp2	genus	0.01	Alouatta	Gemella	1	1	100
MetaPhlAn2	mp2	genus	0.01	Homo	Gemella	5	6	83.3
MALT	nt	species	0.01	Alouatta	Gemella sp. oral taxon 928	1	1	100
MALT	nt	species	0.01	Pan	Gemella sp. oral taxon 928	3	3	100
MALT	nt	species	0.01	Homo	Gemella sp. oral taxon 928	6	6	100
MetaPhlAn2	mp2	species	0.01	Homo	Gemella_morbillorum	5	6	83.3
MetaPhlAn2	mp2	species	0.01	Alouatta	Gemella_unclassified	1	1	100
MALT	nt	genus	0.01	Pan	Geobacter	3	3	100
MALT	nt	genus	0.01	Alouatta	Glaesserella	1	1	100
MALT	nt	genus	0.01	Gorilla	Glaesserella	2	3	66.7
MALT	nt	species	0.01	Alouatta	Glaesserella parasuis	1	1	100
MALT	nt	species	0.01	Gorilla	Glaesserella parasuis	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Gordonia	1	1	100
MALT	nt	genus	0.01	Gorilla	Gordonia	3	3	100
MALT	nt	genus	0.01	Pan	Gordonia	3	3	100
MALT	nt	genus	0.01	Pan	Gordonibacter	3	3	100
MALT	nt	species	0.01	Pan	Gordonibacter massiliensis	3	3	100
MALT	nt	species	0.01	Pan	Gordonibacter pamelaeae	3	3	100
MALT	nt	species	0.01	Pan	Gordonibacter urolithinfaciens	3	3	100
MALT	nt	genus	0.01	Alouatta	Haemophilus	1	1	100
MALT	nt	genus	0.01	Gorilla	Haemophilus	2	3	66.7
MALT	nt	genus	0.01	Homo	Haemophilus	5	6	83.3
MALT	nt	species	0.01	Alouatta	Haemophilus influenzae	1	1	100
MALT	nt	species	0.01	Gorilla	Haemophilus influenzae	2	3	66.7
MALT	nt	species	0.01	Alouatta	Haemophilus parainfluenzae	1	1	100
MALT	nt	species	0.01	Gorilla	Haemophilus parainfluenzae	2	3	66.7
MALT	nt	species	0.01	Alouatta	Haemophilus pittmaniae	1	1	100
MALT	nt	species	0.01	Gorilla	Haemophilus pittmaniae	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Halomonas	1	1	100
MALT	nt	genus	0.01	Gorilla	Halomonas	2	3	66.7
MALT	nt	genus	0.01	Pan	Halomonas	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Histophilus	1	1	100
MALT	nt	genus	0.01	Gorilla	Histophilus	2	3	66.7
MALT	nt	genus	0.01	Pan	Histophilus	2	3	66.7
MALT	nt	species	0.01	Alouatta	Histophilus somni	1	1	100
MALT	nt	species	0.01	Gorilla	Histophilus somni	2	3	66.7
MALT	nt	species	0.01	Pan	Histophilus somni	2	3	66.7
MALT	nt	species	0.01	Alouatta	Hydrogenophaga sp. PBC	1	1	100
MALT	nt	genus	0.01	Pan	Intestinimonas	3	3	100
MALT	nt	species	0.01	Pan	Intestinimonas butyriciproducens	3	3	100
MALT	nt	genus	0.01	Alouatta	Isoptericola	1	1	100
MALT	nt	genus	0.01	Gorilla	Isoptericola	2	3	66.7
MALT	nt	genus	0.01	Pan	Isoptericola	3	3	100
MALT	nt	species	0.01	Alouatta	Isoptericola dokdonensis	1	1	100
MALT	nt	species	0.01	Alouatta	Isoptericola variabilis	1	1	100
MALT	nt	species	0.01	Gorilla	Isoptericola variabilis	2	3	66.7
MALT	nt	species	0.01	Pan	Isoptericola variabilis	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Janibacter	1	1	100
MALT	nt	species	0.01	Alouatta	Janibacter terrae	1	1	100
MALT	nt	genus	0.01	Alouatta	Jiangella	1	1	100
MALT	nt	genus	0.01	Gorilla	Jiangella	2	3	66.7
MALT	nt	genus	0.01	Pan	Jiangella	2	3	66.7
MALT	nt	species	0.01	Alouatta	Jiangella sp. DSM 45060	1	1	100
MetaPhlAn2	mp2	genus	0.01	Pan	Johnsonella	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Johnsonella	4	6	66.7
MetaPhlAn2	mp2	species	0.01	Pan	Johnsonella_ignava	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Johnsonella_ignava	4	6	66.7
MALT	nt	genus	0.01	Alouatta	Kibdelosporangium	1	1	100
MALT	nt	genus	0.01	Alouatta	Kineococcus	1	1	100
MALT	nt	genus	0.01	Gorilla	Kineococcus	2	3	66.7
MALT	nt	genus	0.01	Pan	Kineococcus	2	3	66.7
MALT	nt	species	0.01	Alouatta	Kineococcus radiotolerans	1	1	100
MALT	nt	species	0.01	Gorilla	Kineococcus radiotolerans	2	3	66.7
MALT	nt	species	0.01	Pan	Kineococcus radiotolerans	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Kingella	1	1	100
MALT	nt	genus	0.01	Gorilla	Kingella	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Alouatta	Kingella	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Kingella	2	3	66.7
MALT	nt	species	0.01	Alouatta	Kingella kingae	1	1	100
MALT	nt	species	0.01	Gorilla	Kingella kingae	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Alouatta	Kingella_oralis	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Kingella_unclassified	2	3	66.7
MALT	nt	species	0.01	Alouatta	Klebsiella pneumoniae	1	1	100
MALT	nt	species	0.01	Gorilla	Klebsiella pneumoniae	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Kocuria	1	1	100
MALT	nt	genus	0.01	Gorilla	Kocuria	3	3	100
MALT	nt	genus	0.01	Pan	Kocuria	3	3	100
MALT	nt	genus	0.01	Homo	Kocuria	4	6	66.7
MALT	nt	species	0.01	Alouatta	Kocuria flava	1	1	100
MALT	nt	species	0.01	Gorilla	Kocuria flava	3	3	100
MALT	nt	species	0.01	Alouatta	Kocuria rhizophila	1	1	100
MALT	nt	species	0.01	Gorilla	Kocuria rhizophila	2	3	66.7
MALT	nt	species	0.01	Alouatta	Kocuria turfanensis	1	1	100
MALT	nt	species	0.01	Gorilla	Kocuria turfanensis	3	3	100
MALT	nt	genus	0.01	Alouatta	Kosakonia	1	1	100
MALT	nt	genus	0.01	Alouatta	Kribbella	1	1	100
MALT	nt	species	0.01	Alouatta	Kribbella flavida	1	1	100
MALT	nt	genus	0.01	Pan	Lachnoclostridium	3	3	100
MALT	nt	species	0.01	Pan	Lachnoclostridium phocaeense	2	3	66.7
MALT	nt	species	0.01	Pan	Lachnoclostridium sp. YL32	3	3	100
MALT	nt	genus	0.01	Alouatta	Lactobacillus	1	1	100
MALT	nt	genus	0.01	Gorilla	Lactobacillus	3	3	100
MALT	nt	genus	0.01	Pan	Lactobacillus	3	3	100
MALT	nt	species	0.01	Alouatta	Lactococcus garvieae	1	1	100
MALT	nt	species	0.01	Alouatta	Lactococcus piscium	1	1	100
MALT	nt	species	0.01	Alouatta	Lactococcus raffinolactis	1	1	100
MetaPhlAn2	mp2	genus	0.01	Homo	Lautropia	6	6	100
MetaPhlAn2	mp2	species	0.01	Homo	Lautropia_mirabilis	6	6	100
MALT	nt	genus	0.01	Pan	Lawsonella	3	3	100
MALT	nt	species	0.01	Pan	Lawsonella clevelandensis	3	3	100
MALT	nt	genus	0.01	Alouatta	Leptotrichia	1	1	100
MALT	nt	genus	0.01	Pan	Leptotrichia	2	3	66.7
MALT	nt	genus	0.01	Homo	Leptotrichia	6	6	100
MetaPhlAn2	mp2	genus	0.01	Alouatta	Leptotrichia	1	1	100
MetaPhlAn2	mp2	genus	0.01	Homo	Leptotrichia	5	6	83.3
MALT	nt	species	0.01	Alouatta	Leptotrichia buccalis	1	1	100
MALT	nt	species	0.01	Homo	Leptotrichia buccalis	5	6	83.3
MALT	nt	species	0.01	Alouatta	Leptotrichia sp. oral taxon 212	1	1	100
MALT	nt	species	0.01	Pan	Leptotrichia sp. oral taxon 212	2	3	66.7
MALT	nt	species	0.01	Homo	Leptotrichia sp. oral taxon 212	6	6	100
MALT	nt	species	0.01	Alouatta	Leptotrichia sp. oral taxon 498	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Leptotrichia_goodfellowii	1	1	100
MetaPhlAn2	mp2	species	0.01	Homo	Leptotrichia_unclassified	4	6	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Leptotrichiaceae_unclassified	5	6	83.3
MALT	nt	genus	0.01	Pan	Libanicoccus	3	3	100
MALT	nt	species	0.01	Pan	Libanicoccus massiliensis	3	3	100
MALT	nt	genus	0.01	Alouatta	Listeria	1	1	100
MALT	nt	genus	0.01	Alouatta	Luteimonas	1	1	100
MALT	nt	species	0.01	Alouatta	Lysobacter enzymogenes	1	1	100
MALT	nt	genus	0.01	Pan	Mageeibacillus	3	3	100
MALT	nt	species	0.01	Pan	Mageeibacillus indolicus	3	3	100
MALT	nt	genus	0.01	Alouatta	Mannheimia	1	1	100
MALT	nt	genus	0.01	Gorilla	Mannheimia	2	3	66.7
MALT	nt	species	0.01	Alouatta	Mannheimia haemolytica	1	1	100
MALT	nt	species	0.01	Gorilla	Mannheimia haemolytica	2	3	66.7
MALT	nt	species	0.01	Alouatta	Mannheimia sp. USDA-ARS-USMARC-1261	1	1	100
MALT	nt	species	0.01	Alouatta	Mannheimia varigena	1	1	100
MALT	nt	species	0.01	Gorilla	Mannheimia varigena	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Marmoricola	1	1	100
MALT	nt	species	0.01	Alouatta	Marmoricola scoriae	1	1	100
MALT	nt	genus	0.01	Pan	Megasphaera	3	3	100
MetaPhlAn2	mp2	genus	0.01	Pan	Megasphaera	2	3	66.7
MALT	nt	species	0.01	Pan	Megasphaera elsdenii	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Megasphaera_unclassified	2	3	66.7
MALT	nt	species	0.01	Pan	methanogenic archaeon ISO4-H5	3	3	100
MALT	nt	species	0.01	Pan	methanogenic archaeon mixed culture ISO4-G1	3	3	100
MALT	nt	genus	0.01	Alouatta	Microbacterium	1	1	100
MALT	nt	genus	0.01	Gorilla	Microbacterium	3	3	100
MALT	nt	genus	0.01	Pan	Microbacterium	3	3	100
MALT	nt	genus	0.01	Homo	Microbacterium	4	6	66.7
MALT	nt	species	0.01	Alouatta	Microbacterium foliorum	1	1	100
MALT	nt	species	0.01	Alouatta	Microbacterium paraoxydans	1	1	100
MALT	nt	species	0.01	Alouatta	Microbacterium sp. TPU 3598	1	1	100
MALT	nt	species	0.01	Alouatta	Microbacterium sp. XT11	1	1	100
MALT	nt	genus	0.01	Alouatta	Microlunatus	1	1	100
MALT	nt	genus	0.01	Gorilla	Microlunatus	2	3	66.7
MALT	nt	genus	0.01	Pan	Microlunatus	3	3	100
MALT	nt	species	0.01	Alouatta	Microlunatus phosphovorus	1	1	100
MALT	nt	species	0.01	Pan	Microlunatus phosphovorus	2	3	66.7
MALT	nt	species	0.01	Alouatta	Microlunatus soli	1	1	100
MALT	nt	species	0.01	Pan	Microlunatus soli	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Micromonospora	1	1	100
MALT	nt	genus	0.01	Gorilla	Micromonospora	3	3	100
MALT	nt	genus	0.01	Pan	Micromonospora	3	3	100
MALT	nt	genus	0.01	Homo	Micromonospora	4	6	66.7
MALT	nt	genus	0.01	Alouatta	Microterricola	1	1	100
MALT	nt	genus	0.01	Pan	Microterricola	2	3	66.7
MALT	nt	species	0.01	Alouatta	Microterricola viridarii	1	1	100
MALT	nt	species	0.01	Pan	Microterricola viridarii	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Microvirga	1	1	100
MALT	nt	species	0.01	Alouatta	Microvirga ossetica	1	1	100
MALT	nt	genus	0.01	Pan	Mogibacterium	3	3	100
MALT	nt	genus	0.01	Homo	Mogibacterium	4	6	66.7
MALT	nt	species	0.01	Pan	Mogibacterium pumilum	3	3	100
MALT	nt	species	0.01	Homo	Mogibacterium pumilum	4	6	66.7
MALT	nt	genus	0.01	Pan	Murdochiella	3	3	100
MALT	nt	species	0.01	Pan	Murdochiella vaginalis	3	3	100
MALT	nt	genus	0.01	Alouatta	Mycobacterium	1	1	100
MALT	nt	genus	0.01	Gorilla	Mycobacterium	3	3	100
MALT	nt	genus	0.01	Pan	Mycobacterium	3	3	100
MALT	nt	genus	0.01	Homo	Mycobacterium	6	6	100
MALT	nt	genus	0.01	Control	Mycobacterium	2	2	100
MALT	nt	genus	0.01	Gorilla	Mycobacteroides	2	3	66.7
MALT	nt	genus	0.01	Pan	Mycobacteroides	2	3	66.7
MALT	nt	species	0.01	Gorilla	Mycobacteroides abscessus	2	3	66.7
MALT	nt	species	0.01	Pan	Mycobacteroides abscessus	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Myxococcus	1	1	100
MALT	nt	genus	0.01	Pan	Myxococcus	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Nakamurella	1	1	100
MALT	nt	genus	0.01	Gorilla	Nakamurella	2	3	66.7
MALT	nt	genus	0.01	Pan	Nakamurella	2	3	66.7
MALT	nt	species	0.01	Pan	Nakamurella multipartita	2	3	66.7
MALT	nt	genus	0.01	Pan	Ndongobacter	2	3	66.7
MALT	nt	species	0.01	Pan	Ndongobacter massiliensis	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Neisseria	1	1	100
MALT	nt	genus	0.01	Gorilla	Neisseria	3	3	100
MALT	nt	genus	0.01	Pan	Neisseria	3	3	100
MALT	nt	genus	0.01	Homo	Neisseria	6	6	100
MetaPhlAn2	mp2	genus	0.01	Alouatta	Neisseria	1	1	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Neisseria	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Homo	Neisseria	6	6	100
MALT	nt	species	0.01	Alouatta	Neisseria elongata	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria elongata	2	3	66.7
MALT	nt	species	0.01	Homo	Neisseria elongata	6	6	100
MALT	nt	species	0.01	Alouatta	Neisseria gonorrhoeae	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria gonorrhoeae	2	3	66.7
MALT	nt	species	0.01	Homo	Neisseria gonorrhoeae	4	6	66.7
MALT	nt	species	0.01	Alouatta	Neisseria lactamica	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria lactamica	2	3	66.7
MALT	nt	species	0.01	Alouatta	Neisseria meningitidis	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria meningitidis	2	3	66.7
MALT	nt	species	0.01	Homo	Neisseria meningitidis	6	6	100
MALT	nt	species	0.01	Alouatta	Neisseria sicca	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria sicca	2	3	66.7
MALT	nt	species	0.01	Homo	Neisseria sicca	6	6	100
MALT	nt	species	0.01	Alouatta	Neisseria sp. 10022	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria sp. 10022	2	3	66.7
MALT	nt	species	0.01	Alouatta	Neisseria sp. 10023	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria sp. 10023	2	3	66.7
MALT	nt	species	0.01	Alouatta	Neisseria sp. KEM232	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria sp. KEM232	2	3	66.7
MALT	nt	species	0.01	Alouatta	Neisseria weaveri	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria weaveri	2	3	66.7
MALT	nt	species	0.01	Alouatta	Neisseria zoodegmatis	1	1	100
MALT	nt	species	0.01	Gorilla	Neisseria zoodegmatis	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Alouatta	Neisseria_bacilliformis	1	1	100
MetaPhlAn2	mp2	species	0.01	Alouatta	Neisseria_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.01	Gorilla	Neisseria_unclassified	2	3	66.7
MetaPhlAn2	mp2	species	0.01	Homo	Neisseria_unclassified	4	6	66.7
MALT	nt	genus	0.01	Alouatta	Nocardia	1	1	100
MALT	nt	genus	0.01	Gorilla	Nocardia	3	3	100
MALT	nt	genus	0.01	Pan	Nocardia	3	3	100
MALT	nt	genus	0.01	Homo	Nocardia	4	6	66.7
MALT	nt	genus	0.01	Alouatta	Nocardioides	1	1	100
MALT	nt	genus	0.01	Gorilla	Nocardioides	2	3	66.7
MALT	nt	genus	0.01	Pan	Nocardioides	2	3	66.7
MALT	nt	species	0.01	Alouatta	Nocardioides dokdonensis	1	1	100
MALT	nt	species	0.01	Alouatta	Nocardioides sp. JS614	1	1	100
MALT	nt	genus	0.01	Alouatta	Nocardiopsis	1	1	100
MALT	nt	genus	0.01	Gorilla	Nocardiopsis	2	3	66.7
MALT	nt	genus	0.01	Pan	Nocardiopsis	3	3	100
MALT	nt	species	0.01	Alouatta	Nocardiopsis dassonvillei	1	1	100
MALT	nt	species	0.01	Gorilla	Nocardiopsis dassonvillei	2	3	66.7
MALT	nt	species	0.01	Pan	Nocardiopsis dassonvillei	2	3	66.7
MALT	nt	genus	0.01	Alouatta	Nonomuraea	1	1	100
MALT	nt	genus	0.01	Gorilla	Nonomuraea	2	3	66.7
MALT	nt	genus	0.01	Pan	Odoribacter	3	3	100
MALT	nt	species	0.01	Pan	Odoribacter splanchnicus	3	3	100
MALT	nt	genus	0.01	Gorilla	Olsenella	3	3	100
MALT	nt	genus	0.01	Pan	Olsenella	3	3	100
MALT	nt	genus	0.01	Homo	Olsenella	6	6	100
MetaPhlAn2	mp2	genus	0.01	Gorilla	Olsenella	2	3	66.7
MetaPhlAn2	mp2	genus	0.01	Pan	Olsenella	3	3	100
MetaPhlAn2	mp2	genus	0.01	Homo	Olsenella	6	6	100
MALT	nt	species	0.01	Pan	Olsenella sp. Marseille-P2300	3	3	100
MALT	nt	species	0.01	Gorilla	Olsenella sp. oral taxon 807	2	3	66.7
MALT	nt	species	0.01	Pan	Olsenella sp. oral taxon 807	3	3	100
MALT	nt	species	0.01	Homo	Olsenella sp. oral taxon 807	6	6	100
MALT	nt	species	0.01	Gorilla	Olsenella uli	2	3	66.7
MALT	nt	species	0.01	Pan	Olsenella uli	3	3	100
MALT	nt	species	0.01	Homo	Olsenella uli	5	6	83.3
MALT	nt	species	0.01	Pan	Olsenella umbonata	3	3	100
MetaPhlAn2	mp2	species	0.01	Pan	Olsenella_uli	3	3	100
MetaPhlAn2	mp2	species	0.01	Homo	Olsenella_uli	4	6	66.7
MALT	nt	genus	0.01	Pan	Oscillibacter	3	3	100
MALT	nt	species	0.01	Pan	Oscillibacter valericigenes	3	3	100
MALT	nt	genus	0.01	Alouatta	Ottowia	1	1	100
MALT	nt	genus	0.01	Gorilla	Ottowia	2	3	66.7
MALT	nt	genus	0.01	Pan	Ottowia	3	3	100
MALT	nt	genus	0.01	Homo	Ottowia	6	6	100
MALT	nt	species	0.01	Alouatta	Ottowia sp. oral taxon 894	1	1	100
MALT	nt	species	0.01	Gorilla	Ottowia sp. oral taxon 894	2	3	66.7
MALT	nt	species	0.01	Pan	Ottowia sp. oral taxon 894	3	3	100
MALT	nt	species	0.01	Homo	Ottowia sp. oral taxon 894	6	6	100
MALT	nt	genus	0.01	Alouatta	Paenibacillus	1	1	100
MALT	nt	genus	0.01	Gorilla	Paenibacillus	3	3	100
MALT	nt	genus	0.01	Pan	Paenibacillus	3	3	100
MALT	nt	genus	0.01	Homo	Paenibacillus	4	6	66.7
MALT	nt	genus	0.01	Alouatta	Pandoraea	1	1	100
MALT	nt	genus	0.01	Gorilla	Pandoraea	3	3	100
MALT	nt	genus	0.01	Alouatta	Pantoea	1	1	100
MALT	nt	genus	0.01	Gorilla	Pantoea	2	3	66.7
MALT	nt	genus	0.01	Pan	Parabacteroides	3	3	100
MALT	nt	genus	0.01	Pan	Parvimonas	3	3	100
MALT	nt	genus	0.01	Homo	Parvimonas	5	6	83.3
MetaPhlAn2	mp2	genus	0.01	Pan	Parvimonas	3	3	100
MALT	nt	species	0.01	Pan	Parvimonas micra	3	3	100
MALT	nt	species	0.01	Homo	Parvimonas micra	5	6	83.3
