study_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_model	library_name	library_layout	library_strategy	read_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB18629	ERS1600750	ERX1943944	ERR1883443	Illumina MiSeq	R5725	PAIRED	WGS	1531662	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883443/ERR1883443.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883443/ERR1883443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883443/ERR1883443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5725.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5725.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883443
PRJEB18629	ERS1600751	ERX1943945	ERR1883444	Illumina MiSeq	R5603	PAIRED	WGS	1168886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883444/ERR1883444.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883444/ERR1883444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883444/ERR1883444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5603.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5603.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883444
PRJEB18629	ERS1600752	ERX1943946	ERR1883445	Illumina MiSeq	R5724	PAIRED	WGS	1270128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883445/ERR1883445.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883445/ERR1883445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883445/ERR1883445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5724.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5724.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883445
PRJEB18629	ERS1600753	ERX1943947	ERR1883446	Illumina MiSeq	R5723	PAIRED	WGS	1618568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883446/ERR1883446.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883446/ERR1883446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883446/ERR1883446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5723.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5723.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883446
PRJEB18629	ERS1600754	ERX1943948	ERR1883447	Illumina MiSeq	R5722	PAIRED	WGS	1275077	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883447/ERR1883447.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883447/ERR1883447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883447/ERR1883447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5722.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5722.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883447
PRJEB18629	ERS1600755	ERX1943949	ERR1883448	Illumina MiSeq	R5721	PAIRED	WGS	1076956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883448/ERR1883448.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883448/ERR1883448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883448/ERR1883448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5721.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5721.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883448
PRJEB18629	ERS1600756	ERX1943950	ERR1883449	Illumina MiSeq	R8551	PAIRED	WGS	1301560	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883449/ERR1883449.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883449/ERR1883449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883449/ERR1883449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8551.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8551.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883449
PRJEB18629	ERS1600757	ERX1943951	ERR1883450	Illumina MiSeq	R8552	PAIRED	WGS	1741692	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883450/ERR1883450.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883450/ERR1883450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883450/ERR1883450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8552.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8552.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883450
PRJEB18629	ERS1600758	ERX1943952	ERR1883451	Illumina MiSeq	R8553	PAIRED	WGS	1591326	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883451/ERR1883451.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883451/ERR1883451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883451/ERR1883451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8553.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8553.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883451
PRJEB18629	ERS1600759	ERX1943953	ERR1883452	Illumina MiSeq	R8554	PAIRED	WGS	1746566	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883452/ERR1883452.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883452/ERR1883452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883452/ERR1883452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8554.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8554.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883452
PRJEB18629	ERS1600760	ERX1943954	ERR1883453	Illumina MiSeq	R8501	PAIRED	WGS	1015023	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883453/ERR1883453.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883453/ERR1883453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883453/ERR1883453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8501.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8501.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883453
PRJEB18629	ERS1600761	ERX1943955	ERR1883454	Illumina MiSeq	R8502	PAIRED	WGS	1059421	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883454/ERR1883454.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883454/ERR1883454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883454/ERR1883454_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8502.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8502.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883454
PRJEB18629	ERS1600762	ERX1943956	ERR1883455	Illumina MiSeq	R8503	PAIRED	WGS	1639443	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883455/ERR1883455.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883455/ERR1883455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883455/ERR1883455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8503.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8503.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883455
PRJEB18629	ERS1600763	ERX1943957	ERR1883456	Illumina MiSeq	R8504	PAIRED	WGS	1292053	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883456/ERR1883456.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883456/ERR1883456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883456/ERR1883456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8504.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8504.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883456
PRJEB18629	ERS1600764	ERX1943958	ERR1883457	Illumina MiSeq	R8505	PAIRED	WGS	1161077	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883457/ERR1883457.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883457/ERR1883457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883457/ERR1883457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8505.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8505.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883457
PRJEB18629	ERS1600765	ERX1943959	ERR1883458	Illumina MiSeq	R8506	PAIRED	WGS	1147793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883458/ERR1883458.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883458/ERR1883458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883458/ERR1883458_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8506.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8506.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883458
PRJEB18629	ERS1600766	ERX1943960	ERR1883459	Illumina MiSeq	R8507	PAIRED	WGS	1232116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883459/ERR1883459.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883459/ERR1883459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883459/ERR1883459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8507.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8507.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883459
PRJEB18629	ERS1600767	ERX1943961	ERR1883460	Illumina MiSeq	R8508	PAIRED	WGS	1184461	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883460/ERR1883460.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883460/ERR1883460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883460/ERR1883460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8508.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8508.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883460
PRJEB18629	ERS1600768	ERX1943962	ERR1883461	Illumina MiSeq	R8509	PAIRED	WGS	1239835	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883461/ERR1883461.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883461/ERR1883461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883461/ERR1883461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8509.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R8509.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883461
PRJEB18629	ERS1600769	ERX1943963	ERR1883462	Illumina HiSeq 2500	R9945	PAIRED	WGS	3843886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883462/ERR1883462.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883462/ERR1883462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883462/ERR1883462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9945.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9945.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883462
PRJEB18629	ERS1600770	ERX1943964	ERR1883463	Illumina HiSeq 2500	R9946	PAIRED	WGS	7290721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883463/ERR1883463.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883463/ERR1883463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883463/ERR1883463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9946.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9946.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883463
PRJEB18629	ERS1600771	ERX1943965	ERR1883464	Illumina MiSeq	R5604	PAIRED	WGS	1328603	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883464/ERR1883464.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883464/ERR1883464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883464/ERR1883464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5604.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5604.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883464
PRJEB18629	ERS1600772	ERX1943966	ERR1883465	Illumina HiSeq 2500	R9947	PAIRED	WGS	6923982	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883465/ERR1883465.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883465/ERR1883465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883465/ERR1883465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9947.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9947.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883465
PRJEB18629	ERS1600773	ERX1943967	ERR1883466	Illumina HiSeq 2500	R9948	PAIRED	WGS	437	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883466/ERR1883466.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883466/ERR1883466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883466/ERR1883466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9948.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9948.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883466
PRJEB18629	ERS1600774	ERX1943968	ERR1883467	Illumina HiSeq 2500	R9949	PAIRED	WGS	68	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883467/ERR1883467.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883467/ERR1883467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883467/ERR1883467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9949.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9949.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883467
PRJEB18629	ERS1600775	ERX1943969	ERR1883468	Illumina HiSeq 2500	R9950	PAIRED	WGS	4605314	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883468/ERR1883468.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883468/ERR1883468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883468/ERR1883468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9950.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9950.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883468
PRJEB18629	ERS1600776	ERX1943970	ERR1883469	Illumina HiSeq 2500	R9951	PAIRED	WGS	4704620	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883469/ERR1883469.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883469/ERR1883469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883469/ERR1883469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9951.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9951.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883469
PRJEB18629	ERS1600777	ERX1943971	ERR1883470	Illumina HiSeq 2500	R9952	PAIRED	WGS	8652392	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883470/ERR1883470.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883470/ERR1883470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883470/ERR1883470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9952.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9952.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883470
PRJEB18629	ERS1600778	ERX1943972	ERR1883471	Illumina MiSeq	R5605	PAIRED	WGS	1043571	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883471/ERR1883471.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883471/ERR1883471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883471/ERR1883471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5605.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5605.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883471
PRJEB18629	ERS1600779	ERX1943973	ERR1883472	Illumina MiSeq	R5606	PAIRED	WGS	1316356	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883472/ERR1883472.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883472/ERR1883472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883472/ERR1883472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5606.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5606.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883472
PRJEB18629	ERS1600780	ERX1943974	ERR1883473	Illumina HiSeq 2500	R9953	PAIRED	WGS	4684842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883473/ERR1883473.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883473/ERR1883473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883473/ERR1883473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9953.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9953.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883473
PRJEB18629	ERS1600781	ERX1943975	ERR1883474	Illumina HiSeq 2500	R9954	PAIRED	WGS	6811078	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883474/ERR1883474.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883474/ERR1883474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883474/ERR1883474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9954.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9954.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883474
PRJEB18629	ERS1600782	ERX1943976	ERR1883475	Illumina HiSeq 2500	R9955	PAIRED	WGS	4786516	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883475/ERR1883475.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883475/ERR1883475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883475/ERR1883475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9955.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R9955.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883475
PRJEB18629	ERS1600783	ERX1943977	ERR1883476	Illumina MiSeq	R5607	PAIRED	WGS	1560518	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883476/ERR1883476.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883476/ERR1883476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883476/ERR1883476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5607.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5607.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883476
PRJEB18629	ERS1600784	ERX1943978	ERR1883477	Illumina HiSeq 2500	L5599	PAIRED	WGS	17112371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883477/ERR1883477.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883477/ERR1883477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883477/ERR1883477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5599.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5599.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883477
PRJEB18629	ERS1600785	ERX1943979	ERR1883478	Illumina HiSeq 2500	L5600	PAIRED	WGS	16460956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883478/ERR1883478.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883478/ERR1883478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883478/ERR1883478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5600.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5600.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883478
PRJEB18629	ERS1600786	ERX1943980	ERR1883479	Illumina HiSeq 2500	L5601	PAIRED	WGS	18950099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883479/ERR1883479.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883479/ERR1883479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883479/ERR1883479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5601.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5601.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883479
PRJEB18629	ERS1600787	ERX1943981	ERR1883480	Illumina HiSeq 2500	L5602	PAIRED	WGS	13137154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883480/ERR1883480.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883480/ERR1883480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883480/ERR1883480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5602.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/L5602.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883480
PRJEB18629	ERS1600788	ERX1943982	ERR1883481	Illumina MiSeq	R5728	PAIRED	WGS	1536543	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883481/ERR1883481.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883481/ERR1883481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883481/ERR1883481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5728.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5728.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883481
PRJEB18629	ERS1600789	ERX1943983	ERR1883482	Illumina MiSeq	R5730	PAIRED	WGS	1210637	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883482/ERR1883482.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883482/ERR1883482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883482/ERR1883482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5730.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/R5730.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883482
