sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_reads_mapped_prior_rmdup_qf	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	percent_endogenous_dna_qf	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	species	mapping_params
Sample 11/107	CDC009.A0101	14286106	30487	18791	400	18391	0.213	0.132	1.022	0.4682	1.3234	30.64	9.37	2.6	0.87	0.42	0.0508	0.0369	0.0537	0.0408	47.76	44	58.37	Desulfobulbus_sp_oral_taxon_041	strict
Sample 12/107	CDC010.A0101	15031925	126780	76404	2710	73694	0.843	0.508	1.037	1.7656	3.7906	57.83	41.84	27.67	16.79	9.4	0.0639	0.0475	0.0646	0.0514	44.95	40	59.26	Desulfobulbus_sp_oral_taxon_041	strict
Sample 13/107	CDC011.A0101	9141614	47395	33430	1593	31837	0.518	0.366	1.05	0.8738	1.5282	47.58	22.46	9.12	3.42	1.31	0.0469	0.0313	0.049	0.0348	51.49	48	60.28	Desulfobulbus_sp_oral_taxon_041	strict
Sample 14/107	DJA002.A0101	11978137	61500	45230	1614	43616	0.513	0.378	1.037	0.9808	1.484	50.48	27.06	12.15	4.61	1.66	0.0538	0.0471	0.056	0.0452	42.19	39	60.82	Desulfobulbus_sp_oral_taxon_041	strict
Sample 15/107	DJA006.A0101	13754707	105684	69989	1894	68095	0.768	0.509	1.028	1.5319	2.4405	55.5	38.78	24.52	13.93	7.25	0.0496	0.0413	0.0511	0.0408	42.21	38	61.02	Desulfobulbus_sp_oral_taxon_041	strict
Sample 16/107	DJA007.A0101	17395667	272520	179431	5196	174235	1.567	1.031	1.03	4.3763	5.6707	67.96	61.03	54.71	48.38	41.87	0.0531	0.0414	0.0565	0.0434	47.12	43	61.01	Desulfobulbus_sp_oral_taxon_041	strict
Sample 17/107	EBO001.A0101	15767290	6196	3381	505	2876	0.039	0.021	1.176	0.0638	1.5241	3.57	0.22	0.09	0.07	0.07	0.077	0.0476	0.0965	0.0509	41.61	37	58.49	Desulfobulbus_sp_oral_taxon_041	strict
Sample 18/107	EBO003.A0101	20549945	114296	81852	5887	75965	0.556	0.398	1.077	1.7349	2.4275	65.83	46.06	28.4	15.7	8.02	0.053900000000000003	0.0463	0.0534	0.0465	42.85	39	60.89	Desulfobulbus_sp_oral_taxon_041	strict
Sample 19/107	EBO008.A0101	11592824	92596	57715	1475	56240	0.799	0.498	1.026	1.5659	2.4181	55.63	39.06	25.14	14.78	8.04	0.0569	0.0417	0.0537	0.041	52.24	46	60.69	Desulfobulbus_sp_oral_taxon_041	strict
Sample 20/107	EBO009.A0101	3668406	16662	10082	311	9771	0.454	0.275	1.032	0.2311	0.6188	18.22	3.48	0.7	0.21	0.11	0.0738	0.0449	0.0769	0.0555	44.37	40	60.66	Desulfobulbus_sp_oral_taxon_041	strict
Sample 21/107	ECO002.B0101	24662284	224211	144183	5060	139123	0.909	0.585	1.036	2.9942	3.4233	74.73	60.17	46.79	34.9	25.09	0.2983	0.1234	0.303	0.1285	40.38	37	58.05	Desulfobulbus_sp_oral_taxon_041	strict
Sample 22/107	ECO004.B0101	20400171	76186	47843	2652	45191	0.373	0.235	1.059	0.9344	1.503	49.51	24.43	10.83	4.4	1.74	0.3278	0.1329	0.3352	0.1332	38.79	36	57.32	Desulfobulbus_sp_oral_taxon_041	strict
Sample 23/107	ECO006.B0101	10488914	944	444	27	417	0.009	0.004	1.065	0.0087	0.2138	0.58	0.05	0.04	0.03	0.02	0.2095	0.1316	0.2435	0.0439	39.08	36	56.44	Desulfobulbus_sp_oral_taxon_041	strict
Sample 24/107	ECO010.B0101	12246134	36631	22878	585	22293	0.299	0.187	1.026	0.4839	1.1355	31.59	10.08	3.02	1.02	0.49	0.3138	0.1314	0.3088	0.1307	40.72	38	57.9	Desulfobulbus_sp_oral_taxon_041	strict
Sample 25/107	EMN001.A0101	12579489	397215	312088	10137	301951	3.158	2.481	1.034	10.2127	8.0678	82.34	77.76	74.62	72.08	69.65	0.1931	0.0765	0.2052	0.0828	63.45	60	59.47	Desulfobulbus_sp_oral_taxon_041	strict
Sample 26/107	ESA003.A0101	10129501	15577	10764	280	10484	0.154	0.106	1.027	0.3055	1.1316	22.45	4.59	1.02	0.42	0.25	0.0451	0.0455	0.0452	0.0326	54.67	50	59.43	Desulfobulbus_sp_oral_taxon_041	strict
Sample 27/107	ESA004.A0101	7824141	22222	16629	422	16207	0.284	0.213	1.026	0.3803	0.9803	28.51	6.76	1.41	0.34	0.15	0.0553	0.0466	0.0568	0.0512	44.02	40	59.56	Desulfobulbus_sp_oral_taxon_041	strict
Sample 28/107	ESA006.A0101	11233426	23866	17016	414	16602	0.212	0.151	1.025	0.4685	1.1058	32.56	9.41	2.44	0.7	0.31	0.0877	0.0611	0.0834	0.0639	52.95	47	60.18	Desulfobulbus_sp_oral_taxon_041	strict
Sample 29/107	ESA007.A0101	9903431	39494	31437	702	30735	0.399	0.317	1.023	0.8662	1.3982	49.32	22.9	8.69	2.96	0.97	0.0463	0.0403	0.045	0.0371	52.87	48	59.53	Desulfobulbus_sp_oral_taxon_041	strict
Sample 30/107	ESA008.A0101	9119930	67329	52095	1131	50964	0.738	0.571	1.022	1.4277	1.7351	63.56	39.73	21.04	9.72	4.09	0.0571	0.0443	0.0619	0.0419	52.56	47	59.1	Desulfobulbus_sp_oral_taxon_041	strict
Sample 31/107	FDM001.A0101	4889751	1112	543	49	494	0.023	0.011	1.099	0.0102	0.5247	0.22	0.06	0.05	0.05	0.04	0.0405	0.0244	0.1094	0.0231	38.89	36	55.26	Desulfobulbus_sp_oral_taxon_041	strict
Sample 32/107	FUM001.A0101	10808498	352304	252862	193643	59219	3.26	2.339	4.27	1.4419	1.7698	57.86	38.34	23.02	12.59	6.37	0.2328	0.083	0.2399	0.0843	45.68	42	61.46	Desulfobulbus_sp_oral_taxon_041	strict
Sample 33/107	FUM002.A0101	17157534	238337	167554	11487	156067	1.389	0.977	1.074	3.9576	3.8101	74.6	65.84	57.75	49.34	40.58	0.225	0.0901	0.226	0.0931	47.57	43	59.62	Desulfobulbus_sp_oral_taxon_041	strict
Sample 34/107	FUM003.A0101	15708618	34478	24036	5356	18680	0.219	0.153	1.287	0.466	1.0659	31.78	10.17	2.76	0.68	0.21	0.2204	0.0915	0.2067	0.0825	46.8	42	60.19	Desulfobulbus_sp_oral_taxon_041	strict
Sample 35/107	GDC002.A0101	11300654	88825	54607	1836	52771	0.786	0.483	1.035	1.125	2.1259	49.51	29.32	15.47	7.52	3.42	0.0686	0.05	0.0666	0.0522	40	37	60.86	Desulfobulbus_sp_oral_taxon_041	strict
Sample 36/107	GDC004.A0101	12302652	3027	1450	261	1189	0.025	0.012	1.22	0.0253	1.344	0.2	0.07	0.06	0.06	0.06	0.0534	0.0617	0.0364	0.0611	39.97	37	55.86	Desulfobulbus_sp_oral_taxon_041	strict
Sample 37/107	GDC005.A0101	9931068	27932	19657	718	18939	0.281	0.198	1.038	0.4303	1.1594	30.35	8.65	2.04	0.5	0.15	0.0488	0.0345	0.0408	0.0409	42.62	39	60.85	Desulfobulbus_sp_oral_taxon_041	strict
Sample 38/107	GDN001.A0101	30835470	151720	106097	43239	62858	0.492	0.344	1.688	1.537	1.903	61.33	40.18	24.2	13.39	6.91	0.3096	0.1179	0.3078	0.1176	45.87	41	60.15	Desulfobulbus_sp_oral_taxon_041	strict
Sample 39/107	GDN001.C0101	20505644	714	308	218	90	0.003	0.002	3.422	0.0024	0.1563	0.06	0.03	0.03	0.02	0.02	0.12	0	0.24	0.0357	50.9	42.5	56.92	Desulfobulbus_sp_oral_taxon_041	strict
Sample 40/107	GOY005.A0101	9163118	37807	28843	768	28075	0.413	0.315	1.027	0.6986	1.35	42.1	17.39	5.92	1.81	0.61	0.0682	0.0348	0.0726	0.0408	46.69	43	61.54	Desulfobulbus_sp_oral_taxon_041	strict
Sample 41/107	GOY006.A0101	3799236	35752	27381	473	26908	0.941	0.721	1.018	0.671	1.0624	41.96	16.79	5.51	1.59	0.46	0.0708	0.0415	0.0815	0.0429	46.78	43	61.25	Desulfobulbus_sp_oral_taxon_041	strict
Sample 42/107	GUE001.A0101	11156331	150	71	45	26	0.001	0.001	2.731	8e-4	0.053	0.03	0.02	0.01	0.01	0	0	0	0.1818	0	55.35	55.5	58.65	Desulfobulbus_sp_oral_taxon_041	strict
Sample 43/107	IBA001.A0101	12987664	11042	7375	654	6721	0.085	0.057	1.097	0.1915	2.701	12.93	1.53	0.23	0.08	0.07	0.0512	0.0381	0.048	0.0357	53.45	47	59.54	Desulfobulbus_sp_oral_taxon_041	strict
Sample 44/107	IBA002.A0101	19022015	7360	4606	804	3802	0.039	0.024	1.211	0.1013	2.7922	5.49	0.34	0.09	0.08	0.07	0.0288	0.0296	0.0489	0.0313	49.98	45	58.67	Desulfobulbus_sp_oral_taxon_041	strict
Sample 45/107	JAE006.A0101	87883942	11857	7502	1378	6124	0.013	0.009	1.225	0.2224	4.8328	8.93	0.95	0.45	0.39	0.36	0.017	0.0199	0.0141	0.0136	68.13	70	58.94	Desulfobulbus_sp_oral_taxon_041	strict
Sample 46/107	JAE007.A0101	66419551	8974	5132	1153	3979	0.014	0.008	1.29	0.1334	4.5505	2.38	0.46	0.38	0.36	0.34	0.0139	0.0187	0.0272	0.0153	62.91	60	57.5	Desulfobulbus_sp_oral_taxon_041	strict
Sample 47/107	JAE008.A0101	65296039	85805	76644	1986	74658	0.131	0.117	1.027	3.3041	3.8077	74.07	66.88	57.07	45.05	32.52	0.0108	0.01	0.0149	0.0131	83.03	76	60.65	Desulfobulbus_sp_oral_taxon_041	strict
Sample 48/107	JAE009.A0101	66062410	381569	338650	10811	327839	0.578	0.513	1.033	14.1671	10.4774	78.54	76.95	75.63	74.48	73.36	0.0209	0.0169	0.0288	0.0204	81.07	76	60.83	Desulfobulbus_sp_oral_taxon_041	strict
Sample 49/107	JAE010.A0101	60027336	62673	54175	1255	52920	0.104	0.09	1.024	2.2855	3.3329	69	55.42	40.72	26.67	15.73	0.0106	0.0105	0.0121	0.0107	81.03	76	61.38	Desulfobulbus_sp_oral_taxon_041	strict
Sample 50/107	JAE012.A0101	62752277	6341	3707	805	2902	0.01	0.006	1.277	0.1025	3.3666	0.51	0.4	0.38	0.36	0.34	0.0187	0.0228	0.0143	0.0149	66.3	69	58.05	Desulfobulbus_sp_oral_taxon_041	strict
Sample 51/107	JAE013.A0101	38954329	11161	8735	459	8276	0.029	0.022	1.055	0.3434	2.3883	24.16	4.75	0.96	0.33	0.25	0.0113	0.0113	0.0148	0.0128	77.86	76	60.33	Desulfobulbus_sp_oral_taxon_041	strict
Sample 52/107	JAE014.A0101	68620482	258004	228926	6665	222261	0.376	0.334	1.03	9.7749	7.3224	81.38	79.37	77.45	75.54	73.46	0.0187	0.0156	0.0258	0.0194	82.51	76	60.5	Desulfobulbus_sp_oral_taxon_041	strict
Sample 53/107	JAE015.A0101	57512281	246766	203623	9469	194154	0.429	0.354	1.049	8.555	13.4761	80.92	78.78	76.65	74.16	71.07	0.0174	0.0147	0.0223	0.0189	82.67	76	60.58	Desulfobulbus_sp_oral_taxon_041	strict
Sample 54/107	JAE016.A0101	94564553	2870628	2562125	327742	2234383	3.036	2.709	1.147	98.4338	67.9439	82.47	81.81	81.32	80.91	80.54	0.013	0.0112	0.0158	0.013	82.65	76	60.99	Desulfobulbus_sp_oral_taxon_041	strict
Sample 55/107	KNP001.A0102	16260023	126190	89403	2222	87181	0.776	0.55	1.025	3.3086	4.1899	64.48	56.24	48.47	40.55	32.71	0.0665	0.0535	0.0724	0.0651	71.2	74	59.46	Desulfobulbus_sp_oral_taxon_041	strict
Sample 56/107	KNP003.A0102	10394445	49565	35185	778	34407	0.477	0.338	1.023	1.2615	1.9447	52.93	33.74	18.87	9.42	4.23	0.0566	0.0504	0.0671	0.0536	68.78	70	60.11	Desulfobulbus_sp_oral_taxon_041	strict
Sample 57/107	KNP004.A0102	184494	2987	2147	33	2114	1.619	1.164	1.016	0.0794	0.2956	7.32	0.54	0.05	0.01	0.01	0.0401	0.0177	0.034	0.027	70.45	75	59.84	Desulfobulbus_sp_oral_taxon_041	strict
Sample 58/107	KNP005.A0102	11095033	96205	70252	1762	68490	0.867	0.633	1.026	2.7598	3.6414	64.24	53.63	43.74	33.99	24.93	0.0419	0.0394	0.0515	0.0496	75.6	76	59.22	Desulfobulbus_sp_oral_taxon_041	strict
Sample 59/107	KNP006.A0102	11159677	46263	30311	616	29695	0.415	0.272	1.021	1.0213	1.6661	48.09	26.94	13.39	6.2	2.76	0.0563	0.0396	0.063	0.043	64.52	62	59.19	Desulfobulbus_sp_oral_taxon_041	strict
Sample 60/107	KNP007.A0102	9160659	50635	36397	809	35588	0.553	0.397	1.023	1.3794	1.9864	53.42	36.48	22.12	11.99	6	0.0708	0.0592	0.0816	0.07	72.72	75	59.81	Desulfobulbus_sp_oral_taxon_041	strict
Sample 61/107	KNP009.A0102	11345038	69375	49528	1124	48404	0.612	0.437	1.023	1.8761	2.604	58.69	44.52	31.34	20.46	12.36	0.0667	0.0523	0.0756	0.062	72.72	76	59.65	Desulfobulbus_sp_oral_taxon_041	strict
Sample 62/107	LIS001.A0101	10615930	134341	105354	2389	102965	1.265	0.992	1.023	3.131	3.0121000000000002	75.16	64.65	53.24	41.16	29.42	0.0504	0.0409	0.0501	0.0432	57.05	52	60.23	Desulfobulbus_sp_oral_taxon_041	strict
Sample 63/107	LIS002.A0101	11561710	62824	46432	1158	45274	0.543	0.402	1.026	1.1197	1.5338	57.27	30.87	13.94	5.55	2.02	0.0686	0.0579	0.0675	0.0584	46.4	42	59.31	Desulfobulbus_sp_oral_taxon_041	strict
Sample 64/107	LIS003.A0101	10417160	108458	79584	1686	77898	1.041	0.764	1.022	2.1406	2.3214	70.19	53.68	37.35	23.48	13.52	0.0653	0.0543	0.0628	0.0535	51.55	47	59.45	Desulfobulbus_sp_oral_taxon_041	strict
Sample 65/107	LOB001.A0101	8770905	1241	673	48	625	0.014	0.008	1.077	0.0152	0.5298	0.68	0.08	0.05	0.05	0.04	0.0296	0.0373	0.0262	0.0229	45.5	42	58.7	Desulfobulbus_sp_oral_taxon_041	strict
Sample 66/107	MOA001.A0101	15176910	410722	301437	7448	293989	2.706	1.986	1.025	8.9223	8.59	77.71	73.93	70.75	67.86	65.05	0.1974	0.0885	0.2054	0.0943	56.94	52	60.62	Desulfobulbus_sp_oral_taxon_041	strict
Sample 67/107	MTK001.A0101	8268804	1520	696	60	636	0.018	0.008	1.094	0.016	0.766	0.38	0.06	0.06	0.05	0.04	0.0339	0.039	0.0372	0.0423	47.06	43	56.38	Desulfobulbus_sp_oral_taxon_041	strict
Sample 68/107	MTM001.A0101	3486856	1174	665	76	589	0.034	0.019	1.129	0.0135	0.6835	0.16	0.06	0.06	0.05	0.05	0.0308	0.0168	0.0314	0.0405	42.99	40	56.59	Desulfobulbus_sp_oral_taxon_041	strict
Sample 69/107	MTM002.A0101	3065269	441	223	33	190	0.014	0.007	1.174	0.0047	0.2915	0.07	0.05	0.04	0.03	0.03	0.0364	0	0.0656	0	46.7	42	55.49	Desulfobulbus_sp_oral_taxon_041	strict
Sample 70/107	MTM003.A0101	34546048	54351	40503	2652	37851	0.157	0.117	1.07	1.1812	4.2797	53.33	30.08	14.34	6.13	2.6	0.0388	0.034	0.0373	0.0367	58.55	56	60.18	Desulfobulbus_sp_oral_taxon_041	strict
Sample 71/107	MTM004.A0101	4106490	4829	3330	319	3011	0.118	0.081	1.106	0.0818	0.52	7.01	0.46	0.1	0.06	0.05	0.0452	0.044	0.0491	0.0463	50.97	45	59.23	Desulfobulbus_sp_oral_taxon_041	strict
Sample 72/107	MTM005.A0101	3434086	940	487	64	423	0.027	0.014	1.151	0.0101	0.5296	0.14	0.07	0.06	0.05	0.05	0.0263	0.032	0.0246	0.0185	44.61	41	55.98	Desulfobulbus_sp_oral_taxon_041	strict
Sample 73/107	MTM006.A0101	7069851	5992	4075	357	3718	0.085	0.058	1.096	0.0963	0.7171	7.99	0.64	0.11	0.06	0.05	0.0724	0.071	0.08	0.049	48.58	44	61.04	Desulfobulbus_sp_oral_taxon_041	strict
Sample 74/107	MTM008.A0101	5164298	1147	621	86	535	0.022	0.012	1.161	0.0132	0.7186	0.11	0.07	0.06	0.05	0.05	0.0426	0.0417	0.0449	0.0234	46.29	44	56.23	Desulfobulbus_sp_oral_taxon_041	strict
Sample 75/107	MTM009.A0101	2385491	20866	16090	1291	14799	0.875	0.674	1.087	0.4104	0.9328	29.33	7.95	1.86	0.51	0.22	0.0433	0.0445	0.0498	0.0385	52.03	47	60.57	Desulfobulbus_sp_oral_taxon_041	strict
Sample 76/107	MTM010.A0101	9123626	3393	1667	380	1287	0.037	0.018	1.295	0.03	1.8082	0.11	0.07	0.06	0.06	0.05	0.0417	0.0239	0.0187	0.042	43.74	40	56.77	Desulfobulbus_sp_oral_taxon_041	strict
Sample 77/107	MTM011.A0101	4775010	1583	1041	72	969	0.033	0.022	1.074	0.0287	0.5328	1.97	0.11	0.05	0.05	0.04	0.0213	0.0341	0.0321	0.0206	55.48	53	59.45	Desulfobulbus_sp_oral_taxon_041	strict
Sample 78/107	MTM012.A0101	10623025	2331	1253	161	1092	0.022	0.012	1.147	0.0298	1.6131	0.46	0.07	0.06	0.06	0.05	0.0424	0.0348	0.0135	0.0493	51.23	49	56.05	Desulfobulbus_sp_oral_taxon_041	strict
Sample 79/107	MTM013.A0101	7105486	3117	1950	207	1743	0.044	0.027	1.119	0.0455	1.228	2.42	0.14	0.07	0.06	0.05	0.0236	0.028	0.023	0.029	48.93	45	58.89	Desulfobulbus_sp_oral_taxon_041	strict
Sample 80/107	MTS001.A0101	6540914	4759	3276	212	3064	0.073	0.05	1.069	0.0881	1.0044	6.67	0.47	0.08	0.07	0.06	0.0395	0.037	0.0401	0.0358	53.91	50	59.58	Desulfobulbus_sp_oral_taxon_041	strict
Sample 81/107	MTS002.A0101	6562562	1418	736	77	659	0.022	0.011	1.117	0.0167	0.88	0.14	0.06	0.06	0.06	0.05	0.0267	0.0312	0.0579	0.0289	47.44	44	56.55	Desulfobulbus_sp_oral_taxon_041	strict
Sample 82/107	MTS003.A0101	7532301	9931	7150	385	6765	0.132	0.095	1.057	0.1862	1.0349	14.8	1.94	0.3	0.12	0.09	0.0466	0.0404	0.0482	0.0343	51.64	48	60.24	Desulfobulbus_sp_oral_taxon_041	strict
Sample 83/107	OAK001.A0101	11211671	7059	4248	1170	3078	0.063	0.038	1.38	0.058	0.394	4.9	0.47	0.08	0.04	0.03	0.2922	0.1051	0.3032	0.1073	35.33	34	53.65	Desulfobulbus_sp_oral_taxon_041	strict
Sample 84/107	OAK002.A0101	14005970	4959	2507	221	2286	0.035	0.018	1.097	0.0525	1.1423	2.42	0.36	0.27	0.22	0.18	0.1438	0.084	0.1744	0.0824	43.07	38	58.09	Desulfobulbus_sp_oral_taxon_041	strict
Sample 85/107	OAK003.A0101	17189509	85512	61132	1482	59650	0.497	0.356	1.025	1.7798	3.2301	64.95	45.84	28.72	16.13	8.31	0.1557	0.0624	0.1552	0.0683	55.98	50	59.7	Desulfobulbus_sp_oral_taxon_041	strict
Sample 86/107	OAK004.A0101	13488774	18187	11661	581	11080	0.135	0.086	1.052	0.2561	1.1374	19.86	3.51	0.65	0.18	0.09	0.2032	0.0817	0.1964	0.0768	43.37	39	58.41	Desulfobulbus_sp_oral_taxon_041	strict
Sample 87/107	OAK005.A0101	16940328	176857	131012	3093	127919	1.044	0.773	1.024	3.5938	4.0443	70.63	63.94	56.02	46.74	36.93	0.1425	0.0688	0.1403	0.072	52.71	47	59.68	Desulfobulbus_sp_oral_taxon_041	strict
Sample 88/107	OME002.A0101	13994463	1802	843	81	762	0.013	0.006	1.106	0.0178	1.1144	0.14	0.08	0.07	0.06	0.05	0.0762	0.0495	0.0773	0.0495	43.92	40	55.04	Desulfobulbus_sp_oral_taxon_041	strict
Sample 89/107	OME003.A0101	13956736	1836	865	77	788	0.013	0.006	1.098	0.0191	1.2201	0.16	0.08	0.06	0.05	0.05	0.0396	0.0251	0.0455	0.0686	45.39	41.5	54.66	Desulfobulbus_sp_oral_taxon_041	strict
Sample 90/107	OME005.A0101	9470819	1298	570	37	533	0.014	0.006	1.069	0.0133	0.8658	0.09	0.06	0.05	0.05	0.04	0.064	0.0305	0.0491	0.0373	46.84	44	54.5	Desulfobulbus_sp_oral_taxon_041	strict
Sample 91/107	OME007.A0101	11490181	1754	781	70	711	0.015	0.007	1.098	0.0172	1.054	0.09	0.07	0.06	0.06	0.05	0.07	0.0138	0.0338	0.0269	45.46	42	54.33	Desulfobulbus_sp_oral_taxon_041	strict
Sample 92/107	OME009.A0101	7422246	687	314	19	295	0.009	0.004	1.064	0.0077	0.5234	0.06	0.05	0.04	0.04	0.03	0.0353	0.0568	0.0532	0.0541	48.8	46	54.49	Desulfobulbus_sp_oral_taxon_041	strict
Sample 93/107	PES001.B0101	11872279	152690	110534	11692	98842	1.286	0.931	1.118	3.0677	3.0938	72.51	60.81	49.66	38.76	28.71	0.183	0.0595	0.2068	0.0796	58.22	59	60.87	Desulfobulbus_sp_oral_taxon_041	strict
Sample 94/107	PYK001.A0101	15248245	107141	80866	1870	78996	0.703	0.53	1.024	1.9973	2.184	68.67	51.08	34.19	20.59	11.44	0.0945	0.0577	0.0938	0.0615	47.43	43	60.08	Desulfobulbus_sp_oral_taxon_041	strict
Sample 95/107	PYK002.A0101	17218978	544087	417977	13481	404496	3.16	2.427	1.033	10.5674	8.7798	76.22	74.14	72.32	70.48	68.52	0.0987	0.0613	0.1007	0.0625	49.01	45	60.12	Desulfobulbus_sp_oral_taxon_041	strict
Sample 96/107	PYK003.A0101	14732223	203670	144199	2966	141233	1.382	0.979	1.021	4.05	3.5525	80.02	71.61	62.35	52.07	41.44	0.0898	0.0595	0.0928	0.0629	53.8	48	59.78	Desulfobulbus_sp_oral_taxon_041	strict
Sample 97/107	PYK004.A0101	16708305	233966	190148	4090	186058	1.4	1.138	1.022	5.9396	5.1097	78.85	73.68	69.22	64.45	59.02	0.0766	0.0486	0.0762	0.0507	59.89	56	60.94	Desulfobulbus_sp_oral_taxon_041	strict
Sample 98/107	PYK005.A0101	21468513	315841	235440	5491	229949	1.471	1.097	1.024	6.9545	6.3008	76.14	71.73	68.33	64.98	61.31	0.0907	0.0586	0.0902	0.0604	56.74	52	60.82	Desulfobulbus_sp_oral_taxon_041	strict
Sample 99/107	SPM001.A0101	4576676	76	29	23	6	0.002	0.001	4.833	2e-4	0.0249	0.01	0	0	0	0	0	0	0	0	62	65.5	57.8	Desulfobulbus_sp_oral_taxon_041	strict
Sample 100/107	SPM002.A0101	2095474	46	24	15	9	0.002	0.001	2.667	2e-4	0.0203	0.02	0	0	0	0	0	0	0	0	51.67	51	55.82	Desulfobulbus_sp_oral_taxon_041	strict
Sample 101/107	TAF008.B0101	11524885	550072	387502	59689	327813	4.773	3.362	1.182	8.4717	7.2382	82.83	78.45	74.4	70.35	65.92	0.2642	0.0991	0.2735	0.1024	48.48	44	59.89	Desulfobulbus_sp_oral_taxon_041	strict
Sample 102/107	TAF016.B0101	4769590	31	6	1	5	0.001	0	1.2	2e-4	0.0221	0.01	0.01	0	0	0	0	0	0	0	75	75	54.93	Desulfobulbus_sp_oral_taxon_041	strict
Sample 103/107	TAF017.A0101	19456044	8390	5310	2323	2987	0.043	0.027	1.778	0.0662	0.8767	2.46	1.54	0.46	0.39	0.29	0.3266	0.114	0.2908	0.0963	41.58	37	56.48	Desulfobulbus_sp_oral_taxon_041	strict
Sample 104/107	TAF018.A0101	14681780	122916	94072	41622	52450	0.837	0.641	1.794	1.8359	2.2343	60.31	44.51	30.76	19.89	12.02	0.2535	0.1096	0.2612	0.1098	65.67	63	61.71	Desulfobulbus_sp_oral_taxon_041	strict
Sample 105/107	VLD001.A0101	9040714	96565	71496	12223	59273	1.068	0.791	1.206	1.4409	1.7547	61.36	39.17	22.2	11.03	5	0.1459	0.0474	0.147	0.0487	45.61	41	59.01	Desulfobulbus_sp_oral_taxon_041	strict
Sample 106/107	WAL001.A0101	14881423	1927	1101	101	1e3	0.013	0.007	1.101	0.0233	1.1603	0.47	0.07	0.06	0.05	0.05	0.0344	0.0376	0.0397	0.0385	43.8	40	56.56	Desulfobulbus_sp_oral_taxon_041	strict
Sample 107/107	ZAF001.A0101	8749845	1020	592	264	328	0.012	0.007	1.805	0.0065	0.1955	0.42	0.05	0.03	0.02	0.02	0.1724	0.0723	0.0761	0.046	37.17	34	56.72	Desulfobulbus_sp_oral_taxon_041	strict
Sample 1/107	ABM006.A0101	8057367	41048	17990	599	17391	0.509	0.223	1.034	0.3614	0.9365	20.28	8.11	3.83	1.9	0.96	0.0552	0.0477	0.0603	0.0596	45.18	40	29.9	Fusobacterium_nucleatum	strict
Sample 2/107	ABM007.A0101	12981357	2817	615	17	598	0.022	0.005	1.028	0.013	0.1201	1.24	0.06	0.01	0	0	0.0127	0.0455	0.061	0.0337	47.46	42	29.9	Fusobacterium_nucleatum	strict
Sample 3/107	ABM008.A0101	5032357	2380	732	20	712	0.047	0.015	1.028	0.0138	0.1215	1.32	0.05	0	0	0	0.0962	0.0241	0.075	0.0519	42.09	38	29.08	Fusobacterium_nucleatum	strict
Sample 4/107	BAN001.A0101	10106625	47	3	0	3	0	0	1	1e-4	0.0105	0.01	0	0	0	0	0	0	0	0	80.33	76	29.46	Fusobacterium_nucleatum	strict
Sample 5/107	BIT001.A0101	23239961	2710	741	18	723	0.012	0.003	1.025	0.0194	0.1443	1.87	0.07	0	0	0	0.049	0.0645	0.0485	0.0808	58.41	55	29.7	Fusobacterium_nucleatum	strict
Sample 6/107	BSQ001.A0101	10866912	659	164	4	160	0.006	0.002	1.025	0.0031	0.056	0.31	0	0	0	0	0.2174	0.1429	0.2083	0.1333	42.04	39	27.31	Fusobacterium_nucleatum	strict
Sample 7/107	CDC005.A0101	4526782	1249	362	9	353	0.028	0.008	1.025	0.0085	0.0949	0.82	0.03	0	0	0	0.0417	0.0444	0.0714	0.025	52.45	50	28.94	Fusobacterium_nucleatum	strict
Sample 8/107	CDC006.A0101	15120313	3750	928	25	903	0.025	0.006	1.028	0.0196	0.149	1.83	0.13	0.01	0	0	0.0815	0.0536	0.0915	0.0744	47.3	42	29.46	Fusobacterium_nucleatum	strict
Sample 9/107	CDC007.A0101	15878673	1724	230	4	226	0.011	0.001	1.018	0.0042	0.0685	0.4	0.01	0	0	0	0.027	0.0312	0.1304	0.0741	39.97	37	29.13	Fusobacterium_nucleatum	strict
Sample 10/107	CDC008.A0101	15094966	3527	971	41	930	0.023	0.006	1.044	0.0188	0.1435	1.77	0.1	0	0	0	0.0551	0.037	0.0417	0.0598	43.86	39	28.77	Fusobacterium_nucleatum	strict
Sample 11/107	CDC009.A0101	14286106	2354	568	6	562	0.016	0.004	1.011	0.0125	0.1158	1.2	0.05	0	0	0	0.086	0.0308	0.0649	0.0441	48.35	44	28.57	Fusobacterium_nucleatum	strict
Sample 12/107	CDC010.A0101	15031925	7393	2536	91	2445	0.049	0.017	1.037	0.0495	0.2464	4.35	0.52	0.07	0.01	0	0.0897	0.0685	0.0736	0.0702	44.01	40	28.72	Fusobacterium_nucleatum	strict
