767029#Pseudopropionibacterium propionicum F0230a#strain|host|old_name|isolation_source#F0230a|Homo sapiens|Propionibacterium propionicum F0230a|biological product [ENVO:02000043]
767029#Pseudopropionibacterium propionicum F0230a#strain|old_name#F0230a|Propionibacterium propionicum F0230a
1962131#Propionibacterium sp. JV5#isolate|isolation_source#propionibacterium_jv5|Fiber content from cow rumen
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_1
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_2
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_3
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_4
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_5
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_6
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_7
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_8
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_9
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_10
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_11
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_12
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_13
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_14
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_15
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_16
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_17
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_18
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_19
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_20
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_21
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_22
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_23
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_24
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_25
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_26
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_27
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_28
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_29
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_30
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_31
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_32
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_33
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_34
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_35
1962131#Propionibacterium sp. JV5#isolate|isolation_source|note#propionibacterium_jv5|Fiber content from cow rumen|contig: opera_scaffold_36
1203572#Propionibacterium sp. KPL1838#strain#KPL1838
1203573#Propionibacterium sp. KPL1844#strain#KPL1844
1203574#Propionibacterium sp. KPL1847#strain#KPL1847
1203575#Propionibacterium sp. KPL1849#strain#KPL1849
1203576#Propionibacterium sp. KPL1852#strain#KPL1852
1203577#Propionibacterium sp. KPL1854#strain#KPL1854
1203629#Propionibacterium sp. KPL2000#strain#KPL2000
1203631#Propionibacterium sp. KPL2003#strain#KPL2003
1203633#Propionibacterium sp. KPL2005#strain#KPL2005
1203634#Propionibacterium sp. KPL2008#strain#KPL2008
1203635#Propionibacterium sp. KPL2009#strain|host|country|isolation_source|collection_date#OF05-25|Homo sapiens|China: Shenzhen|feces|2014-01-01
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00040
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00038
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00037
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00036
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00035
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00034
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00033
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00031
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00030
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00029
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00028
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00027
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00026
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00025
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00024
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00023
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00022
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00021
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00020
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00019
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00018
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00017
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00016
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00015
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00014
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00013
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00012
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00011
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00010
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00009
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00008
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00007
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00006
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00005
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00004
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00003
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00002
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00001
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00041
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00039
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00032
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source#Marseille-P4323|skin
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00001
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00002
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00003
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00004
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00005
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00006
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00007
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00008
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00009
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00010
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00011
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00012
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00013
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00014
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00015
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00016
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00017
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00018
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00019
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00020
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00021
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00022
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00023
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00024
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00025
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00026
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00027
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00028
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00029
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00030
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00031
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00032
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00033
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00034
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00035
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00036
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00037
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00038
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00039
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00040
2138160#Propionibacterium sp. Marseille-P4323#strain|isolation_source|note#Marseille-P4323|skin|contig: contig00041
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00012
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00011
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00010
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00009
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00008
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00007
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00006
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00005
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00004
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00003
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00002
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00001
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source#Marseille-P5998|vagina
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00001
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00002
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00003
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00004
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00005
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00006
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00007
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00008
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00009
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00010
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00011
2161823#Propionibacterium sp. Marseille-P5998#strain|isolation_source|note#Marseille-P5998|vagina|contig: contig00012
1410615#Propionibacterium sp. MB3007#strain#MB3007
