genus	individual	species	metric	initial_single_genome	superreference	difference
Pseudopropionibacterium	LIB025.A0301	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	100	59	41
Pseudopropionibacterium	LIB025.A0301	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	0.11	0.07543428346	0.03456571654
Pseudopropionibacterium	LIB025.A1001	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	1.00E-04	3.22E-05	6.78E-05
Pseudopropionibacterium	LIB025.A1001	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	9	3	6
Pseudopropionibacterium	LIB025.A1001	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	0.01	0.003217988264	0.006782011736
Pseudopropionibacterium	LIB025.A1301	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	2.00E-04	1.29E-04	7.07E-05
Pseudopropionibacterium	LIB025.A1301	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	19	11	8
Pseudopropionibacterium	LIB025.A1301	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	0.02	0.01292993483	0.007070065172
Pseudopropionibacterium	MTM009	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	10.419	9.6057062	0.8132938
Pseudopropionibacterium	MTM009	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	850293	783911	66382
Pseudopropionibacterium	MTM009	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	76.09	76.02230559	0.06769441288
Pseudopropionibacterium	OAK002	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	21.7828	21.3333549	0.4494451
Pseudopropionibacterium	OAK002	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1761234	1721855	39379
Pseudopropionibacterium	OAK002	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	91.42	91.41339263	0.006607370643
Pseudopropionibacterium	OAK005	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	18.2852	18.1393909	0.1458091
Pseudopropionibacterium	OAK005	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1272993	1260073	12920
Pseudopropionibacterium	OAK005	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	92.42	92.42340608	-0.003406081128
Pseudopropionibacterium	OME002	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	2.3677	2.051496	0.316204
Pseudopropionibacterium	OME002	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	166735	142663	24072
Pseudopropionibacterium	OME002	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	29.52	29.21562261	0.3043773917
Pseudopropionibacterium	OME003	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	2.2552	1.9611079	0.2940921
Pseudopropionibacterium	OME003	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	155156	133801	21355
Pseudopropionibacterium	OME003	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	16.16	15.81035322	0.3496467751
Pseudopropionibacterium	OME005	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	6.4958	5.9929342	0.5028658
Pseudopropionibacterium	OME005	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	413897	378799	35098
Pseudopropionibacterium	OME005	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	18.79	18.4491036	0.3408963982
Pseudopropionibacterium	PES001	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	18.2941	18.0722923	0.2218077
Pseudopropionibacterium	PES001	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1166299	1149016	17283
Pseudopropionibacterium	PES001	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	90.34	90.32055222	0.01944778162
Pseudopropionibacterium	TAF008	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	13.7345	13.5870667	0.1474333
Pseudopropionibacterium	TAF008	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1039624	1026331	13293
Pseudopropionibacterium	TAF008	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	87.91	87.89995825	0.01004174687
Pseudopropionibacterium	VLC004	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	51.1528	51.0414276	0.1113724
Pseudopropionibacterium	VLC004	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	1777242	1770646	6596
Pseudopropionibacterium	VLC004	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	97.56	97.55876452	0.001235475566
Pseudopropionibacterium	VLC009	Pseudopropionibacterium_propionicum_F0230a	mean_fold_coverage	69.8677	69.7973557	0.0703443
Pseudopropionibacterium	VLC009	Pseudopropionibacterium_propionicum_F0230a	number_reads_mapped_after_rmdup	2089460	2085278	4182
Pseudopropionibacterium	VLC009	Pseudopropionibacterium_propionicum_F0230a	percent_coverage_morethan_1x	93.6	93.59295637	0.007043625484
Selenomonas	DJA002	Selenomonas_sp_F0473	mean_fold_coverage	0.2245	1.8286192	-1.6041192
Selenomonas	DJA002	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	12242	2036	10206
Selenomonas	DJA002	Selenomonas_sp_F0473	percent_coverage_morethan_1x	3.19	1.366793387	1.823206613
Selenomonas	EBO003	Selenomonas_sp_F0473	mean_fold_coverage	0.3245	2.38017115	-2.05567115
Selenomonas	EBO003	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	17266	2774	14492
Selenomonas	EBO003	Selenomonas_sp_F0473	percent_coverage_morethan_1x	3.49	1.748309585	1.741690415
Selenomonas	ECO002	Selenomonas_sp_F0473	mean_fold_coverage	0.164	1.6419729	-1.4779729
Selenomonas	ECO002	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	9234	1327	7907
Selenomonas	ECO002	Selenomonas_sp_F0473	percent_coverage_morethan_1x	2.38	1.063147509	1.316852491
Selenomonas	ECO004	Selenomonas_sp_F0473	mean_fold_coverage	0.1421	1.0658248	-0.9237248
Selenomonas	ECO004	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	8007	958	7049
Selenomonas	ECO004	Selenomonas_sp_F0473	percent_coverage_morethan_1x	2.19	0.8714704431	1.318529557
Selenomonas	EMN001	Selenomonas_sp_F0473	mean_fold_coverage	0.2905	2.6944275	-2.4039275
Selenomonas	EMN001	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	13627	1323	12304
Selenomonas	EMN001	Selenomonas_sp_F0473	percent_coverage_morethan_1x	1.83	0.8595722453	0.9704277547
Selenomonas	FUM002	Selenomonas_sp_F0473	mean_fold_coverage	0.0815	0.4909726	-0.4094726
Selenomonas	FUM002	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	4455	480	3975
Selenomonas	FUM002	Selenomonas_sp_F0473	percent_coverage_morethan_1x	0.93	0.4061348269	0.5238651731
Selenomonas	GOY005	Selenomonas_sp_F0473	mean_fold_coverage	0.7445	13.54974085	-12.80524085
Selenomonas	GOY005	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	39552	7690	31862
Selenomonas	GOY005	Selenomonas_sp_F0473	percent_coverage_morethan_1x	6.2	2.767056502	3.432943498
Selenomonas	JAE008	Selenomonas_sp_F0473	mean_fold_coverage	0.3394	1.4500341	-1.1106341
Selenomonas	JAE008	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	10015	1693	8322
Selenomonas	JAE008	Selenomonas_sp_F0473	percent_coverage_morethan_1x	8.76	3.586629521	5.173370479
Selenomonas	JAE014	Selenomonas_sp_F0473	mean_fold_coverage	1.4869	2.8557385	-1.3688385
Selenomonas	JAE014	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	38292	31995	6297
Selenomonas	JAE014	Selenomonas_sp_F0473	percent_coverage_morethan_1x	66.18	64.4693694	1.710630604
Selenomonas	KNP001	Selenomonas_sp_F0473	mean_fold_coverage	0.5483	3.5896685	-3.0413685
Selenomonas	KNP001	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	24764	3487	21277
Selenomonas	KNP001	Selenomonas_sp_F0473	percent_coverage_morethan_1x	6.9	2.876752082	4.023247918
Selenomonas	KNP004	Selenomonas_sp_F0473	mean_fold_coverage	0.6057	4.9666897	-4.3609897
Selenomonas	KNP004	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	25870	3119	22751
Selenomonas	KNP004	Selenomonas_sp_F0473	percent_coverage_morethan_1x	4.01	1.736653221	2.273346779
Selenomonas	KNP005	Selenomonas_sp_F0473	mean_fold_coverage	0.2754	1.35207025	-1.07667025
Selenomonas	KNP005	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	12424	1363	11061
Selenomonas	KNP005	Selenomonas_sp_F0473	percent_coverage_morethan_1x	3.04	1.31436393	1.72563607
Selenomonas	KNP009	Selenomonas_sp_F0473	mean_fold_coverage	0.3777	2.8266754	-2.4489754
Selenomonas	KNP009	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	16285	1889	14396
Selenomonas	KNP009	Selenomonas_sp_F0473	percent_coverage_morethan_1x	4.63	1.913578456	2.716421544
Selenomonas	LIB007.A0115	Selenomonas_sp_F0473	mean_fold_coverage	0	0	0
Selenomonas	LIB007.A0115	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	1	0	1
Selenomonas	LIB007.A0115	Selenomonas_sp_F0473	percent_coverage_morethan_1x	0	0	0
Selenomonas	LIB007.A0116	Selenomonas_sp_F0473	mean_fold_coverage	0	0	0
Selenomonas	LIB007.A0116	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	2	0	2
Selenomonas	LIB007.A0116	Selenomonas_sp_F0473	percent_coverage_morethan_1x	0	0	0
Selenomonas	LIB007.A0135.SG1.1	Selenomonas_sp_F0473	mean_fold_coverage	0	0	0
Selenomonas	LIB007.A0135.SG1.1	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	2	0	2
Selenomonas	LIB007.A0135.SG1.1	Selenomonas_sp_F0473	percent_coverage_morethan_1x	0	0	0
Selenomonas	LIB025.A0301	Selenomonas_sp_F0473	mean_fold_coverage	7.00E-04	2.79E-05	6.72E-04
Selenomonas	LIB025.A0301	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	32	3	29
Selenomonas	LIB025.A0301	Selenomonas_sp_F0473	percent_coverage_morethan_1x	0.05	0.005562165665	0.04443783433
Selenomonas	LIB025.A1001	Selenomonas_sp_F0473	mean_fold_coverage	1.00E-04	8.45E-06	9.16E-05
Selenomonas	LIB025.A1001	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	8	1	7
Selenomonas	LIB025.A1001	Selenomonas_sp_F0473	percent_coverage_morethan_1x	0.01	0.001692833029	0.008307166971
Selenomonas	LIB025.A1301	Selenomonas_sp_F0473	mean_fold_coverage	1.00E-04	0.0089209	-0.0088209
Selenomonas	LIB025.A1301	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	9	2	7
Selenomonas	LIB025.A1301	Selenomonas_sp_F0473	percent_coverage_morethan_1x	0.01	0.003047099452	0.006952900548
Selenomonas	MTM009	Selenomonas_sp_F0473	mean_fold_coverage	0.6096	7.97280075	-7.36320075
Selenomonas	MTM009	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	30478	5028	25450
Selenomonas	MTM009	Selenomonas_sp_F0473	percent_coverage_morethan_1x	6.34	2.766379369	3.573620631
Selenomonas	OAK002	Selenomonas_sp_F0473	mean_fold_coverage	0.3272	3.8830964	-3.5558964
Selenomonas	OAK002	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	17442	2178	15264
Selenomonas	OAK002	Selenomonas_sp_F0473	percent_coverage_morethan_1x	3.46	1.297774166	2.162225834
Selenomonas	OAK005	Selenomonas_sp_F0473	mean_fold_coverage	0.1647	0.9154139	-0.7507139
Selenomonas	OAK005	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	8500	1131	7369
Selenomonas	OAK005	Selenomonas_sp_F0473	percent_coverage_morethan_1x	4.77	1.374483686	3.395516314
Selenomonas	OME002	Selenomonas_sp_F0473	mean_fold_coverage	1.8104	6.3079728	-4.4975728
Selenomonas	OME002	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	67186	40859	26327
Selenomonas	OME002	Selenomonas_sp_F0473	percent_coverage_morethan_1x	44.77	41.29240547	3.477594533
Selenomonas	OME003	Selenomonas_sp_F0473	mean_fold_coverage	1.558	6.39315915	-4.83515915
Selenomonas	OME003	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	56817	31270	25547
Selenomonas	OME003	Selenomonas_sp_F0473	percent_coverage_morethan_1x	39.56	36.01405535	3.545944649
Selenomonas	OME005	Selenomonas_sp_F0473	mean_fold_coverage	2.3305	11.29371575	-8.96321575
Selenomonas	OME005	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	75143	46714	28429
Selenomonas	OME005	Selenomonas_sp_F0473	percent_coverage_morethan_1x	44.56	41.69694419	2.863055805
Selenomonas	PES001	Selenomonas_sp_F0473	mean_fold_coverage	0.1412	1.21314095	-1.07194095
Selenomonas	PES001	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	6603	655	5948
Selenomonas	PES001	Selenomonas_sp_F0473	percent_coverage_morethan_1x	1.44	0.6159010225	0.8240989775
Selenomonas	TAF008	Selenomonas_sp_F0473	mean_fold_coverage	0.2079	1.34385295	-1.13595295
Selenomonas	TAF008	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	11392	1785	9607
Selenomonas	TAF008	Selenomonas_sp_F0473	percent_coverage_morethan_1x	5.09	1.669085	3.420915
Selenomonas	VLC004	Selenomonas_sp_F0473	mean_fold_coverage	0.3811	1.5644918	-1.1833918
Selenomonas	VLC004	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	10514	2133	8381
Selenomonas	VLC004	Selenomonas_sp_F0473	percent_coverage_morethan_1x	10.32	4.341294485	5.978705515
Selenomonas	VLC009	Selenomonas_sp_F0473	mean_fold_coverage	2.3418	4.57679725	-2.23499725
Selenomonas	VLC009	Selenomonas_sp_F0473	number_reads_mapped_after_rmdup	43869	35875	7994
Selenomonas	VLC009	Selenomonas_sp_F0473	percent_coverage_morethan_1x	78.95	77.05514766	1.894852337
Streptococcus	DJA002	Streptococcus_sanguinis_SK36	mean_fold_coverage	0.1831	0.0033897	0.1797103
Streptococcus	DJA002	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	11131	209	10922
Streptococcus	DJA002	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	0.98	0.2318254422	0.7481745578
Streptococcus	EBO003	Streptococcus_sanguinis_SK36	mean_fold_coverage	0.221	0.0043497	0.2166503
Streptococcus	EBO003	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	12890	259	12631
Streptococcus	EBO003	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	1.03	0.2627662046	0.7672337954
Streptococcus	ECO002	Streptococcus_sanguinis_SK36	mean_fold_coverage	6.518	1.7210236	4.7969764
Streptococcus	ECO002	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	387672	98741	288931
Streptococcus	ECO002	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	70.97	51.12339251	19.84660749
Streptococcus	ECO004	Streptococcus_sanguinis_SK36	mean_fold_coverage	16.3499	8.0070372	8.3428628
Streptococcus	ECO004	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	976321	469155	507166
Streptococcus	ECO004	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	90.66	82.85609615	7.803903853
Streptococcus	EMN001	Streptococcus_sanguinis_SK36	mean_fold_coverage	14.2912	7.3507338	6.9404662
Streptococcus	EMN001	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	570315	281940	288375
Streptococcus	EMN001	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	81.29	72.24626167	9.043738327
Streptococcus	FUM002	Streptococcus_sanguinis_SK36	mean_fold_coverage	1.1175	0.4604563	0.6570437
Streptococcus	FUM002	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	61149	24175	36974
Streptococcus	FUM002	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	42.91	27.17490742	15.73509258
Streptococcus	GOY005	Streptococcus_sanguinis_SK36	mean_fold_coverage	53.6497	26.7469025	26.9027975
Streptococcus	GOY005	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	3001981	1475386	1526595
Streptococcus	GOY005	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	85.24	78.11947991	7.12052009
Streptococcus	JAE008	Streptococcus_sanguinis_SK36	mean_fold_coverage	19.5036	10.4581366	9.0454634
Streptococcus	JAE008	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	579011	305269	273742
Streptococcus	JAE008	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	90.55	84.71543082	5.834569184
Streptococcus	JAE014	Streptococcus_sanguinis_SK36	mean_fold_coverage	14.3387	7.9137006	6.4249994
Streptococcus	JAE014	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	427506	232287	195219
Streptococcus	JAE014	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	89.26	82.61397107	6.646028927
Streptococcus	KNP001	Streptococcus_sanguinis_SK36	mean_fold_coverage	0.4987	0.0159925	0.4827075
Streptococcus	KNP001	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	25076	754	24322
Streptococcus	KNP001	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	3.53	1.26488684	2.26511316
Streptococcus	KNP004	Streptococcus_sanguinis_SK36	mean_fold_coverage	0.7338	0.0365649	0.6972351
Streptococcus	KNP004	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	33473	1484	31989
Streptococcus	KNP004	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	6.01	2.481834339	3.528165661
Streptococcus	KNP005	Streptococcus_sanguinis_SK36	mean_fold_coverage	0.259	0.0184941	0.2405059
Streptococcus	KNP005	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	13031	804	12227
Streptococcus	KNP005	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	3.95	1.672559647	2.277440353
Streptococcus	KNP009	Streptococcus_sanguinis_SK36	mean_fold_coverage	0.3852	0.0108577	0.3743423
Streptococcus	KNP009	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	18343	487	17856
Streptococcus	KNP009	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	2.92	0.7549294831	2.165070517
Streptococcus	LIB007.A0115	Streptococcus_sanguinis_SK36	mean_fold_coverage	0	0	0
Streptococcus	LIB007.A0115	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	1	0	1
Streptococcus	LIB007.A0115	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	0	0	0
Streptococcus	LIB007.A0116	Streptococcus_sanguinis_SK36	mean_fold_coverage	0	0	0
Streptococcus	LIB007.A0116	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	0	0	0
Streptococcus	LIB007.A0116	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	0	0	0
Streptococcus	LIB007.A0135.SG1.1	Streptococcus_sanguinis_SK36	mean_fold_coverage	1.00E-04	0	1.00E-04
Streptococcus	LIB007.A0135.SG1.1	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	5	0	5
Streptococcus	LIB007.A0135.SG1.1	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	0.01	0	0.01
Streptococcus	LIB025.A0301	Streptococcus_sanguinis_SK36	mean_fold_coverage	0.0017	4.19E-04	0.0012809
Streptococcus	LIB025.A0301	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	79	17	62
Streptococcus	LIB025.A0301	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	0.15	0.03877015703	0.111229843
Streptococcus	LIB025.A1001	Streptococcus_sanguinis_SK36	mean_fold_coverage	5.00E-04	2.25E-04	2.75E-04
Streptococcus	LIB025.A1001	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	23	8	15
Streptococcus	LIB025.A1001	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	0.05	0.01938507851	0.03061492149
Streptococcus	LIB025.A1301	Streptococcus_sanguinis_SK36	mean_fold_coverage	6.00E-04	1.48E-04	4.52E-04
Streptococcus	LIB025.A1301	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	29	5	24
Streptococcus	LIB025.A1301	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	0.06	0.01482142072	0.04517857928
Streptococcus	MTM009	Streptococcus_sanguinis_SK36	mean_fold_coverage	1.5844	0.104033	1.480367
Streptococcus	MTM009	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	84780	6109	78671
Streptococcus	MTM009	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	10.22	4.865654707	5.354345293
Streptococcus	OAK002	Streptococcus_sanguinis_SK36	mean_fold_coverage	62.8757	33.7055435	29.1701565
Streptococcus	OAK002	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	3110319	1611310	1499009
Streptococcus	OAK002	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	95.13	93.17779215	1.952207847
Streptococcus	OAK005	Streptococcus_sanguinis_SK36	mean_fold_coverage	1.2059	0.5761036	0.6297964
Streptococcus	OAK005	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	52140	23180	28960
Streptococcus	OAK005	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	54.65	36.67447513	17.97552487
Streptococcus	OME002	Streptococcus_sanguinis_SK36	mean_fold_coverage	3.6362	0.3833045	3.2528955
Streptococcus	OME002	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	153144	17259	135885
Streptococcus	OME002	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	7.89	4.098750856	3.791249144
Streptococcus	OME003	Streptococcus_sanguinis_SK36	mean_fold_coverage	4.1824	0.4585567	3.7238433
Streptococcus	OME003	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	172138	20000	152138
Streptococcus	OME003	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	7.2	3.662984339	3.537015661
Streptococcus	OME005	Streptococcus_sanguinis_SK36	mean_fold_coverage	10.88	1.2008667	9.6791333
Streptococcus	OME005	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	418191	49553	368638
Streptococcus	OME005	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	8.21	4.706387237	3.503612763
Streptococcus	PES001	Streptococcus_sanguinis_SK36	mean_fold_coverage	30.6729	16.6138668	14.0590332
Streptococcus	PES001	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	1128693	591221	537472
Streptococcus	PES001	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	76.66	69.42391147	7.236088527
Streptococcus	TAF008	Streptococcus_sanguinis_SK36	mean_fold_coverage	0.9556	0.1958944	0.7597056
Streptococcus	TAF008	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	53376	10262	43114
Streptococcus	TAF008	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	23.61	10.23494464	13.37505536
Streptococcus	VLC004	Streptococcus_sanguinis_SK36	mean_fold_coverage	21.2717	12.2324772	9.0392228
Streptococcus	VLC004	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	554191	306712	247479
Streptococcus	VLC004	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	91.06	86.89690111	4.163098891
Streptococcus	VLC009	Streptococcus_sanguinis_SK36	mean_fold_coverage	24.5114	14.9636593	9.5477407
Streptococcus	VLC009	Streptococcus_sanguinis_SK36	number_reads_mapped_after_rmdup	534894	314387	220507
Streptococcus	VLC009	Streptococcus_sanguinis_SK36	percent_coverage_morethan_1x	87.99	82.09559816	5.894401836
Tannerella	DJA002	Tannerella_forsythia_92A2	mean_fold_coverage	17.6273	17.494175	0.133125
Tannerella	DJA002	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	1377526	1366158	11368
Tannerella	DJA002	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	70.8	70.7269754	0.07302459741
Tannerella	EBO003	Tannerella_forsythia_92A2	mean_fold_coverage	2.1365	2.0727737	0.0637263
Tannerella	EBO003	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	173239	167698	5541
Tannerella	EBO003	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	58.6	58.53750425	0.06249575322
Tannerella	ECO002	Tannerella_forsythia_92A2	mean_fold_coverage	0.7537	0.723615	0.030085
Tannerella	ECO002	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	68365	65588	2777
Tannerella	ECO002	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	43.31	43.18599122	0.1240087816
Tannerella	ECO004	Tannerella_forsythia_92A2	mean_fold_coverage	0.331	0.3034622	0.0275378
Tannerella	ECO004	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	30823	28330	2493
Tannerella	ECO004	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	23.21	23.09975478	0.1102452195
Tannerella	EMN001	Tannerella_forsythia_92A2	mean_fold_coverage	0.2913	0.2121819	0.0791181
Tannerella	EMN001	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	20344	14314	6030
Tannerella	EMN001	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	13.28	13.15581375	0.1241862493
Tannerella	FUM002	Tannerella_forsythia_92A2	mean_fold_coverage	0.0576	0.0375534	0.0200466
Tannerella	FUM002	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	5128	3380	1748
Tannerella	FUM002	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	3.04	2.970470598	0.0695294024
Tannerella	GOY005	Tannerella_forsythia_92A2	mean_fold_coverage	2.0478	1.8412243	0.2065757
Tannerella	GOY005	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	176708	159240	17468
Tannerella	GOY005	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	52.26	52.07047615	0.1895238526
Tannerella	JAE008	Tannerella_forsythia_92A2	mean_fold_coverage	5.6893	5.6143279	0.0749721
Tannerella	JAE008	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	236811	232971	3840
Tannerella	JAE008	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	90.54	90.51137844	0.02862156481
Tannerella	JAE014	Tannerella_forsythia_92A2	mean_fold_coverage	9.4294	9.3329544	0.0964456
Tannerella	JAE014	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	390881	386122	4759
Tannerella	JAE014	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	93.13	93.11579638	0.01420362112
Tannerella	KNP001	Tannerella_forsythia_92A2	mean_fold_coverage	7.5853	7.3778358	0.2074642
Tannerella	KNP001	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	443197	428855	14342
Tannerella	KNP001	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	66.07	65.96658778	0.103412215
Tannerella	KNP004	Tannerella_forsythia_92A2	mean_fold_coverage	18.5212	18.2789745	0.2422255
Tannerella	KNP004	Tannerella_forsythia_92A2	number_reads_mapped_after_rmdup	976365	960355	16010
Tannerella	KNP004	Tannerella_forsythia_92A2	percent_coverage_morethan_1x	68.62	68.57033035	0.04966964526
